Column1,schid,schname,distid,dist,city,county,type,District Type,low,PSAE
644,2.71E+14,YORKWOOD HIGH SCHOOL,2.71E+14,YORKWOOD CUSD 225,MONMOUTH,WARREN,HIGH SCHOOL,Non Chicago School,23,68
645,2.10E+14,Zeigler-Royalton High School,2.10E+14,Zeigler-Royalton CUSD 188,Zeigler,Franklin,HIGH SCHOOL,Non Chicago School,39.3,52
646,3.40E+14,Zion-Benton Twnshp Hi Sch,3.40E+14,Zion-Benton Twp HSD 126,Zion,Lake,HIGH SCHOOL,Non Chicago School,21,45.9
0,1.50E+14,Northside College Preparatory Hs*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,29.5,98.9
1,1.50E+14,Payton College Preparatory HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,31.8,94.1
2,1.50E+14,Jones College Prep High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,65.1,81.2
3,1.50E+14,Young Magnet High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,38.3,94.9
4,1.50E+14,Lane Technical High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,60.3,80.5
5,1.50E+14,Lincoln Park High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,51.3,64.3
6,1.50E+14,Chicago HS for Agricult Sciences*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,41.5,60.6
7,1.50E+14,Taft High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,63.6,33.6
8,1.50E+14,Kenwood Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,65.6,44
9,1.50E+14,Brooks College Prep Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,61.8,73
10,1.50E+14,Von Steuben Metro Science HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,48.7,63.4
11,15016299025201CAE06,Cics-Northtown*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,38.1,41.4
12,1.50E+14,Kennedy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,82,26.7
13,1.50E+14,Morgan Park High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,48.6,51.9
14,15016299025007C,Young Womens Leadership Chartr HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,61.9,13.6
15,1.50E+14,Bogan High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,82.8,23.1
16,1.50E+14,Manley Career Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,98.4,11.8
17,1.50E+14,Marshall Metropolitan High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.4,5.3
18,1.50E+14,Phoenix Military Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,69.1,5.3
19,15016299025006CAF14,Noble St Chtr-Noble*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,85.7,40.2
20,1.50E+14,Prosser Career Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,89.8,45.4
21,15016299025003CAJ01,Perspectives Chtr Joslin*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,80.7,21.7
22,1.50E+14,Lake View High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,83.4,35.2
23,1.50E+14,Senn High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,94.1,22.1
24,1.50E+14,Curie Metropolitan High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,87.7,33.3
25,1.50E+14,Hubbard High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,89.8,36.8
26,1.50E+14,Chicago Military Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,57.3,41
27,1.50E+14,Amundsen High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.2,24.5
28,1.50E+14,Hancock College Preparatory HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.3,34.7
29,1.50E+14,Carver Military Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.3,9.9
30,1.50E+14,Kelly High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,94,19.3
31,1.50E+14,Mather High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,86.3,28
32,1.50E+14,Steinmetz College Prep HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,79.5,22.1
33,1.50E+14,WashingtonG High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,68.8,21.4
34,1.50E+14,Juarez Community Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.1,17.3
35,1.50E+14,Simeon Career Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.8,20.5
36,1.50E+14,Wells Community Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,85.4,18.1
37,1.50E+14,Foreman High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.7,13.9
38,1.50E+14,Schurz High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.1,16.6
39,1.50E+14,Farragut Career Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,98,13
40,1.50E+14,Roosevelt High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,89.3,20.8
41,1.50E+14,Sullivan High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.4,30.1
42,1.50E+14,Kelvyn Park High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.9,10
43,15016299025201CAE02,Cics-Longwood*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,75.2,15
44,15016299025005CAH00,Nth Lawndale Chtr-Christiana*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,92.1,15.3
45,1.50E+14,Julian High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,85.7,15.2
46,1.50E+14,Hyde Park Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,85.2,28
47,1.50E+14,Gage Park High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.1,12.5
48,1.50E+14,Harlan Community Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,72.3,17.3
49,1.50E+14,Dunbar Vocational Career Acad HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.6,12.1
50,1.50E+14,Richards Career Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,87.6,10.4
51,1.50E+14,Tilden Career Communty Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.7,15.4
52,1.50E+14,Clemente Community Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,89.2,14.1
53,1.50E+14,Corliss High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.2,11.5
54,1.50E+14,Crane Technical Prep High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,92.3,11.6
55,1.50E+14,Harper High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,81.4,5.7
56,1.50E+14,Phillips Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,89.7,8.2
57,1.50E+14,Hirsch Metropolitan High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.5,8
58,1.50E+14,Fenger Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,78.7,9.1
59,1.50E+14,Chicago Vocational Career Acad HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,92.2,13
60,1.50E+14,Hope College Prep High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.4,39.7
61,1.50E+14,Robeson High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.3,6.5
62,1.50E+14,Dyett High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,82.8,13.9
63,1.50E+14,AUSTIN COMMUNITY HIGH SCHOOL,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,92.3,6.5
64,1.50E+14,BOWEN HIGH SCHOOL,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,94.6,4.3
65,1.50E+14,CALUMET CAREER PREP ACADEMY HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,61,7.1
66,1.50E+14,DUSABLE HIGH SCHOOL,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,81.1,8.2
67,1.50E+14,ENGLEWOOD TECHNICAL PREP ACAD HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93,4.7
68,1.50E+14,LINDBLOM COLLEGE PREPARATORY HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.9,55.4
69,15016299025002C,Acad of Comm & Tech Charter HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,88.6,12.9
70,1.50E+14,ORR COMMUNITY ACADEMY HIGH SCHOOL,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,94,8.2
71,1.50E+14,SOUTH SHORE COMMUNITY ACADEMY HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.6,9.3
72,1.50E+14,Best Practice High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,76,20.1
73,1.50E+14,WESTINGHOUSE CAREER ACADEMY HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.5,17.6
74,1.50E+14,Collins High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.5,7.7
75,1.50E+14,SPALDING HIGH SCHOOL,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,84.2,7.3
76,1.50E+14,Chicago Discovery Academy HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.3,19.4
77,1.50E+14,Entrepreneurshp High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.1,7
78,1.50E+14,School of Leadership High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,88.3,8.6
79,1.50E+14,VINES PREPARATORY ACADEMY HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.1,9.8
