Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,ISAT
500,3.30E+14,Abingdon-Avon Middle Sch,3.30E+14,Abingdon-Avon CUSD 276,Avon,Knox,MIDDLE SCHL,Non Chicago School,56.3,37.3
501,3.30E+14,Hedding Grade Sch,3.30E+14,Abingdon-Avon CUSD 276,Abingdon,Knox,ELEMENTARY,Non Chicago School,61.8,66.7
502,3.30E+14,Avon Elem Sch,3.30E+14,Abingdon-Avon CUSD 276,Avon,Knox,ELEMENTARY,Non Chicago School,64.5,39.4
503,4.60E+14,A-C Central Middle School,4.60E+14,A-C Central CUSD 262,Ashland,Cass,MIDDLE SCHL,Non Chicago School,48.4,55.3
504,4.60E+14,A-C Central Elementary School,4.60E+14,A-C Central CUSD 262,Chandlerville,Cass,ELEMENTARY,Non Chicago School,47.9,65.6
505,1.90E+14,Indian Trail Jr High School,1.90E+14,Addison SD 4,Addison,Dupage,MIDDLE SCHL,Non Chicago School,62.1,48.2
506,1.90E+14,Army Trail Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,83.9,34.3
507,1.90E+14,Fullerton Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,61.6,54.6
508,1.90E+14,Lake Park Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,79.7,32.9
509,1.90E+14,Lincoln Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,87.3,30.5
510,1.90E+14,Wesley Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,37.8,68.2
511,1.90E+14,Stone Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,31.7,64.8
512,2.10E+14,Akin Comm Cons Elem School,2.10E+14,Akin CCSD 91,Akin,Franklin,ELEMENTARY,Non Chicago School,50.5,47.4
513,1.30E+14,Albers Elem School,1.30E+14,Albers SD 63,Albers,Clinton,ELEMENTARY,Non Chicago School,21.1,82.4
514,4.41E+14,Alden-Hebron Middle School,4.41E+14,Alden Hebron SD 19,Hebron,McHenry,MIDDLE SCHL,Non Chicago School,34.5,63.4
515,4.41E+14,Alden Hebron Elem School,4.41E+14,Alden Hebron SD 19,Hebron,McHenry,ELEMENTARY,Non Chicago School,40.7,70.1
516,2.01E+14,Allendale Elementary School,2.01E+14,Allendale CCSD 17,Allendale,Wabash,ELEMENTARY,Non Chicago School,54.4,62.1
517,3.51E+14,Ransom Grade School,3.51E+14,Allen-Otter Creek CCSD 65,Ransom,La Salle,ELEMENTARY,Non Chicago School,32.6,51.4
518,3.03E+13,Altamont Grade School,3.03E+13,Altamont CUSD 10,Altamont,Effingham,ELEMENTARY,Non Chicago School,53.8,62.8
519,4.11E+14,Alton Middle School,4.11E+14,Alton CUSD 11,Alton,Madison,MIDDLE SCHL,Non Chicago School,61.6,43.3
520,4.11E+14,Lovejoy Elem School,4.11E+14,Alton CUSD 11,Alton,Madison,ELEMENTARY,Non Chicago School,74.1,48.5
521,4.11E+14,West Elementary School,4.11E+14,Alton CUSD 11,Alton,Madison,ELEMENTARY,Non Chicago School,77.7,40.3
522,4.11E+14,East Elementary School,4.11E+14,Alton CUSD 11,Alton,Madison,ELEMENTARY,Non Chicago School,79.6,33.6
523,4.11E+14,North Elementary School,4.11E+14,Alton CUSD 11,Godfrey,Madison,ELEMENTARY,Non Chicago School,66.8,45
524,2.80E+14,AlWoodMiddle/High School,2.80E+14,AlWood CUSD 225,Woodhull,Henry,HIGH SCHOOL,Non Chicago School,29.2,43.9
525,2.80E+14,AlWood Elem School,2.80E+14,AlWood CUSD 225,Alpha,Henry,ELEMENTARY,Non Chicago School,43,65.4
526,4.71E+14,Amboy Jr High School,4.71E+14,Amboy CUSD 272,Amboy,Lee,MIDDLE SCHL,Non Chicago School,40.7,58.9
527,4.71E+14,Amboy Central Elem School,4.71E+14,Amboy CUSD 272,Amboy,Lee,ELEMENTARY,Non Chicago School,36.6,62.1
528,2.09E+13,Anna Junior High School,2.09E+13,Anna CCSD 37,Anna,Union,MIDDLE SCHL,Non Chicago School,44.1,53.8
529,2.09E+13,Davie Elem School,2.09E+13,Anna CCSD 37,Anna,Union,ELEMENTARY,Non Chicago School,54.8,45.1
530,2.80E+14,Annawan Grade School,2.80E+14,Annawan CUSD 226,Annawan,Henry,ELEMENTARY,Non Chicago School,32.3,67.6
531,3.40E+14,Antioch Upper Grade School,3.40E+14,Antioch CCSD 34,Antioch,Lake,MIDDLE SCHL,Non Chicago School,23.9,67.1
532,3.40E+14,Antioch Elem School,3.40E+14,Antioch CCSD 34,Antioch,Lake,ELEMENTARY,Non Chicago School,33.3,62.2
533,3.40E+14,Oakland Elementary School,3.40E+14,Antioch CCSD 34,Lake Villa,Lake,ELEMENTARY,Non Chicago School,12.5,67.9
534,3.40E+14,W C Petty Elementary School,3.40E+14,Antioch CCSD 34,Antioch,Lake,ELEMENTARY,Non Chicago School,24.1,61.2
535,3.40E+14,Aptakisic Junior High School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,MIDDLE SCHL,Non Chicago School,10.2,87.5
536,3.40E+14,Earl Pritchett School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,Non Chicago School,8.7,86.5
537,3.40E+14,Tripp School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,Non Chicago School,9.7,85.1
538,3.40E+14,Meridian Middle School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,Non Chicago School,12.7,84.2
539,7.02E+13,Arbor Park Middle School,7.02E+13,Arbor Park SD 145,Oak Forest,Cook,MIDDLE SCHL,Non Chicago School,37.2,54.9
540,7.02E+13,Scarlet Oak Elem School,7.02E+13,Arbor Park SD 145,Oak Forest,Cook,ELEMENTARY,Non Chicago School,40.7,55.2
541,1.10E+14,Arcola High School,1.10E+14,Arcola CUSD 306,Arcola,Douglas,HIGH SCHOOL,Non Chicago School,43,47.8
542,1.10E+14,Arcola Elementary School,1.10E+14,Arcola CUSD 306,Arcola,Douglas,ELEMENTARY,Non Chicago School,47.3,48.1
543,3.91E+14,Argenta-Oreana Middle School,3.91E+14,Argenta-Oreana CUSD 1,Argenta,Macon,MIDDLE SCHL,Non Chicago School,49.1,51.7
544,3.91E+14,Argenta-Oreana Elementary School,3.91E+14,Argenta-Oreana CUSD 1,Oreana,Macon,ELEMENTARY,Non Chicago School,51.3,67.1
545,5.02E+13,South Middle School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,MIDDLE SCHL,Non Chicago School,7.4,82.3
546,5.02E+13,Thomas Middle School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,MIDDLE SCHL,Non Chicago School,6,83.5
547,5.02E+13,Dryden Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,1.9,85.2
548,5.02E+13,Greenbrier Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,2.4,82.4
549,5.02E+13,Ivy Hill Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,4.9,85.2
550,5.02E+13,Olive-Mary Stitt School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,1.7,87.1
551,5.02E+13,Patton Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,3.1,86.8
552,5.02E+13,Westgate Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,2.9,82.2
553,5.02E+13,Windsor Elementary School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,6.2,83.1
554,5.41E+14,Armstrong-Ellis Elem School,5.41E+14,Armstrong-Ellis Cons SD 61,Armstrong,Vermilion,ELEMENTARY,Non Chicago School,58.9,77.9
555,1.10E+14,Arthur Jr High School,1.10E+14,Arthur CUSD 305,Arthur,Douglas,MIDDLE SCHL,Non Chicago School,28.9,51.3
556,1.10E+14,Arthur Elem School,1.10E+14,Arthur CUSD 305,Arthur,Douglas,ELEMENTARY,Non Chicago School,38.7,56
557,1.10E+14,Lovington Grade School,1.10E+14,Arthur CUSD 305,Lovington,Douglas,ELEMENTARY,Non Chicago School,58.7,52.3
558,1.31E+14,Ashley Com Consolidated School,1.31E+14,Ashley CCSD 15,Ashley,Washington,ELEMENTARY,Non Chicago School,63,50.5
559,4.71E+14,Ashton-Franklin Cntr Middle Sch,4.71E+14,Ashton-Franklin Center CUSD 275,Franklin Grove,Lee,MIDDLE SCHL,Non Chicago School,33.3,62.9
560,4.71E+14,Ashton-Franklin Center Elem Sch,4.71E+14,Ashton-Franklin Center CUSD 275,Franklin Grove,Lee,ELEMENTARY,Non Chicago School,41,52.1
561,2.20E+14,Astoria Junior High School,2.20E+14,Astoria CUSD 1,Astoria,Fulton,MIDDLE SCHL,Non Chicago School,56.8,34.1
562,2.20E+14,Astoria Elem School,2.20E+14,Astoria CUSD 1,Astoria,Fulton,ELEMENTARY,Non Chicago School,59.2,41.8
563,3.81E+14,Athens Junior High School,3.81E+14,Athens CUSD 213,Athens,Menard,MIDDLE SCHL,Non Chicago School,29,63.7
564,3.81E+14,Cantrall Intermediate School,3.81E+14,Athens CUSD 213,Cantrall,Menard,ELEMENTARY,Non Chicago School,32.4,67
565,3.81E+14,Cantrall Elem School,3.81E+14,Athens CUSD 213,Cantrall,Menard,ELEMENTARY,Non Chicago School,36.4,64.3
566,3.91E+14,Atwood-Hammond Elem School,3.91E+14,Atwood Hammond CUSD 39,Atwood,Piatt,ELEMENTARY,Non Chicago School,57,55.8
567,7.02E+13,Hamlin Upper Grade Center,7.02E+13,Atwood Heights SD 125,Alsip,Cook,MIDDLE SCHL,Non Chicago School,49.6,50.2
568,7.02E+13,Meadow Lane School,7.02E+13,Atwood Heights SD 125,Merrionette Park,Cook,ELEMENTARY,Non Chicago School,35.7,40.6
569,5.11E+14,Auburn Jr High at Divernon,5.11E+14,Auburn CUSD 10,Divernon,Sangamon,MIDDLE SCHL,Non Chicago School,34.1,58.4
570,5.11E+14,Auburn Middle School,5.11E+14,Auburn CUSD 10,Auburn,Sangamon,ELEMENTARY,Non Chicago School,37.6,67.7
571,3.10E+14,C F Simmons Middle School,3.10E+14,Aurora East USD 131,Aurora,Kane,MIDDLE SCHL,Non Chicago School,76.3,33.2
572,3.10E+14,K D Waldo Middle School,3.10E+14,Aurora East USD 131,Aurora,Kane,MIDDLE SCHL,Non Chicago School,76.7,26.8
573,3.10E+14,Henry W Cowherd Middle School,3.10E+14,Aurora East USD 131,Aurora,Kane,MIDDLE SCHL,Non Chicago School,73.3,34.3
574,3.10E+14,Olney C Allen Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,72.8,31.9
575,3.10E+14,C M Bardwell Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,84.2,29.4
576,3.10E+14,W S Beaupre Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,82.1,29.3
577,3.10E+14,L D Brady Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,86,31.1
578,3.10E+14,G N Dieterich Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,78.3,33
579,3.10E+14,John Gates Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,83.5,29.8
580,3.10E+14,Nicholas A Hermes Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,77.2,30.8
581,3.10E+14,C I Johnson Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,80.7,29.2
582,3.10E+14,Rose E Krug Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,76.8,23.9
583,3.10E+14,Oak Park Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,79.9,25.7
584,3.10E+14,Mabel O Donnell Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,76.9,30.3
585,3.10E+14,Edna Rollins Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,83.3,28.8
586,3.10E+14,Fred Rodgers Magnet Acad*,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,61.3,87.5
587,3.10E+14,Jefferson Middle School,3.10E+14,Aurora West USD 129,Aurora,Kane,MIDDLE SCHL,Non Chicago School,78.2,34
588,3.10E+14,Washington Middle School,3.10E+14,Aurora West USD 129,Aurora,Kane,MIDDLE SCHL,Non Chicago School,68.9,43.2
589,3.10E+14,Jewel Middle School,3.10E+14,Aurora West USD 129,North Aurora,Kane,MIDDLE SCHL,Non Chicago School,47,47.6
590,3.10E+14,Herget Middle School,3.10E+14,Aurora West USD 129,Aurora,Kane,MIDDLE SCHL,Non Chicago School,52.6,45.5
591,3.10E+14,Freeman Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,51.7,56.3
592,3.10E+14,Goodwin Elem School,3.10E+14,Aurora West USD 129,North Aurora,Kane,ELEMENTARY,Non Chicago School,37.8,63.2
593,3.10E+14,Greenman Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,88.5,39.7
594,3.10E+14,Hall Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,68.3,45.5
595,3.10E+14,Hill Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,87.4,47.4
596,3.10E+14,McCleery Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,87.6,48.4
597,3.10E+14,Nicholson Elem School,3.10E+14,Aurora West USD 129,Montgomery,Kane,ELEMENTARY,Non Chicago School,79.6,38.4
598,3.10E+14,Schneider Elem School,3.10E+14,Aurora West USD 129,North Aurora,Kane,ELEMENTARY,Non Chicago School,50.4,60.4
599,3.10E+14,Smith Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,74.7,29.6
600,3.10E+14,Fearn Elementary School,3.10E+14,Aurora West USD 129,North Aurora,Kane,ELEMENTARY,Non Chicago School,23.9,67.6
601,1.30E+14,Aviston Elem School,1.30E+14,Aviston SD 21,Aviston,Clinton,ELEMENTARY,Non Chicago School,17.6,79.1
602,5.02E+13,Marie Murphy School,5.02E+13,Avoca SD 37,Wilmette,Cook,MIDDLE SCHL,Non Chicago School,6.8,93.9
603,5.02E+13,Avoca West Elem School,5.02E+13,Avoca SD 37,Glenview,Cook,ELEMENTARY,Non Chicago School,8.6,88.9
604,5.11E+14,Glenwood Middle School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,MIDDLE SCHL,Non Chicago School,22.4,70.2
605,5.11E+14,Ball Elementary School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,28.7,70.9
606,5.11E+14,Chatham Elem School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,22.1,69
607,5.11E+14,Glenwood Intermediate Sch,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,21.5,72.5
608,5.11E+14,Glenwood Elementary School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,21.8,74.4
609,3.40E+14,Bannockburn School,3.40E+14,Bannockburn SD 106,Bannockburn,Lake,ELEMENTARY,Non Chicago School,12.8,80.7
610,3.40E+14,Barrington Middle Sch Station,3.40E+14,Barrington CUSD 220,Barrington,Lake,MIDDLE SCHL,Non Chicago School,20.2,79.5
611,3.40E+14,Barrington Mdle Sch- Prairie Cmps,3.40E+14,Barrington CUSD 220,Barrington,Lake,MIDDLE SCHL,Non Chicago School,20.6,80.4
612,3.40E+14,Countryside Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,8.5,89.8
613,3.40E+14,Hough Street Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,13.6,90.5
614,3.40E+14,Sunny Hill Elem School,3.40E+14,Barrington CUSD 220,Carpentersville,Lake,ELEMENTARY,Non Chicago School,93.5,56.4
615,3.40E+14,Grove Avenue Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,13.7,89.6
616,3.40E+14,North Barrington Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,11.4,86
617,3.40E+14,Roslyn Road Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,16.7,89.9
618,3.40E+14,Arnett C Lines Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,12.4,85.8
619,3.40E+14,Barbara B Rose Elem School,3.40E+14,Barrington CUSD 220,South Barrington,Lake,ELEMENTARY,Non Chicago School,4.6,91.8
620,1.30E+14,Bartelso Elem School,1.30E+14,Bartelso SD 57,Bartelso,Clinton,ELEMENTARY,Non Chicago School,12.3,89.2
621,4.81E+14,Bartonville Elem School,4.81E+14,Bartonville SD 66,Bartonville,Peoria,ELEMENTARY,Non Chicago School,61.6,52.6
622,3.10E+14,Sam Rotolo Middle Sch,3.10E+14,Batavia USD 101,Batavia,Kane,MIDDLE SCHL,Non Chicago School,12.6,78.5
623,3.10E+14,J B Nelson Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,17.2,76.2
624,3.10E+14,Louise White Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,15.2,77.6
625,3.10E+14,Grace McWayne Elementary School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,3.4,87.5
626,3.10E+14,Hoover Wood Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,24.7,73.4
627,3.40E+14,Beach Park Middle School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,MIDDLE SCHL,Non Chicago School,47.7,43.4
628,3.40E+14,Oak Crest School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,ELEMENTARY,Non Chicago School,37.7,34.1
629,3.40E+14,Howe Elementary School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,ELEMENTARY,Non Chicago School,67.4,36.8
630,3.40E+14,Newport Elem School,3.40E+14,Beach Park CCSD 3,Wadsworth,Lake,ELEMENTARY,Non Chicago School,55.2,46.8
631,3.40E+14,Kenneth Murphy School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,ELEMENTARY,Non Chicago School,44.3,43.3
632,4.60E+14,Beardstown Jr/Sr High School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,HIGH SCHOOL,Non Chicago School,73.5,33.2
633,4.60E+14,Brick Elementary School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,ELEMENTARY,Non Chicago School,78.9,30.9
634,4.60E+14,Gard Elementary School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,ELEMENTARY,Non Chicago School,83.2,34.5
635,3.03E+13,Beecher City Jr-Sr High School,3.03E+13,Beecher City CUSD 20,Beecher City,Effingham,HIGH SCHOOL,Non Chicago School,45,52.7
636,3.03E+13,Beecher City Grade School,3.03E+13,Beecher City CUSD 20,Beecher City,Effingham,ELEMENTARY,Non Chicago School,51.5,74.2
637,56099200U261001,Beecher Junior High School,56099200U260000,Beecher CUSD 200U,Beecher,Will,MIDDLE SCHL,Non Chicago School,33.6,62.8
638,56099200U262002,Beecher Elem School,56099200U260000,Beecher CUSD 200U,Beecher,Will,ELEMENTARY,Non Chicago School,30.9,69.4
639,5.01E+14,Belle Valley School South,5.01E+14,Belle Valley SD 119,Belleville,Saint Clair,MIDDLE SCHL,Non Chicago School,60.8,51
640,5.01E+14,Belle Valley Elem School-North,5.01E+14,Belle Valley SD 119,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,65.2,44.9
641,5.01E+14,Central Jr High School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,MIDDLE SCHL,Non Chicago School,63.1,54.6
642,5.01E+14,West Jr High School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,MIDDLE SCHL,Non Chicago School,70.3,50.2
643,5.01E+14,Douglas Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,66,51.4
644,5.01E+14,Franklin Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,85.8,37
645,5.01E+14,Henry Raab Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,82.5,57.7
646,5.01E+14,Jefferson Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,62.4,48.5
647,5.01E+14,Roosevelt Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,49.4,69.1
648,5.01E+14,Westhaven Elementary,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,48,64
649,6.02E+13,Roosevelt Middle School,6.02E+13,Bellwood SD 88,Bellwood,Cook,MIDDLE SCHL,Non Chicago School,98.7,35.8
650,6.02E+13,Grant Elem School,6.02E+13,Bellwood SD 88,Melrose Park,Cook,ELEMENTARY,Non Chicago School,93.9,38.6
651,6.02E+13,Lincoln Elementary School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,98.4,40
652,6.02E+13,McKinley Elem School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,99.1,33.7
653,6.02E+13,Thurgood Marshall Elem School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,44.2,28.4
654,4.00E+13,Belvidere South Middle School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,MIDDLE SCHL,Non Chicago School,52.8,51.4
655,4.00E+13,Belvidere Central Middle School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,MIDDLE SCHL,Non Chicago School,37.3,62
656,4.00E+13,Caledonia Elem School,4.00E+13,Belvidere CUSD 100,Caledonia,Boone,ELEMENTARY,Non Chicago School,30.9,65.5
657,4.00E+13,Lincoln Elem School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,54.3,48.3
658,4.00E+13,Perry Elem School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,60.4,61.1
659,4.00E+13,Washington Academy,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,58.8,38.7
660,4.00E+13,Meehan Elementary School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,47.6,58.2
661,4.00E+13,Seth Whitman Elem Sch,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,35.2,68.9
662,3.91E+14,Bement Middle School,3.91E+14,Bement CUSD 5,Bement,Piatt,MIDDLE SCHL,Non Chicago School,39.6,47.4
663,3.91E+14,Bement Elementary School,3.91E+14,Bement CUSD 5,Bement,Piatt,ELEMENTARY,Non Chicago School,56.8,46.3
664,1.90E+14,Benjamin Middle School,1.90E+14,Benjamin SD 25,West Chicago,Dupage,MIDDLE SCHL,Non Chicago School,5.9,81.8
665,1.90E+14,Evergreen Elementary School,1.90E+14,Benjamin SD 25,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,6.3,82.5
666,1.90E+14,Blackhawk Middle School,1.90E+14,Bensenville SD 2,Bensenville,Dupage,MIDDLE SCHL,Non Chicago School,64.4,57.8
667,1.90E+14,W A Johnson Sch,1.90E+14,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,Non Chicago School,59.3,55.3
668,1.90E+14,Tioga Elementary School,1.90E+14,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,Non Chicago School,68.1,51.9
669,2.10E+14,Benton Grade Sch 5-8,2.10E+14,Benton CCSD 47,Benton,Franklin,MIDDLE SCHL,Non Chicago School,63,41.6
670,2.10E+14,Benton Grade Sch K-4,2.10E+14,Benton CCSD 47,Benton,Franklin,ELEMENTARY,Non Chicago School,64.5,40.9
671,6.02E+13,MacArthur Middle School,6.02E+13,Berkeley SD 87,Berkeley,Cook,MIDDLE SCHL,Non Chicago School,80.3,42.8
672,6.02E+13,Northlake Middle School,6.02E+13,Berkeley SD 87,Northlake,Cook,MIDDLE SCHL,Non Chicago School,88.3,42
673,6.02E+13,Jefferson Elementary School,6.02E+13,Berkeley SD 87,Bellwood,Cook,ELEMENTARY,Non Chicago School,84.7,40.8
674,6.02E+13,J W Riley Elem School,6.02E+13,Berkeley SD 87,Northlake,Cook,ELEMENTARY,Non Chicago School,93.2,32.6
675,6.02E+13,Sunnyside Elementary School,6.02E+13,Berkeley SD 87,Berkeley,Cook,ELEMENTARY,Non Chicago School,76.6,51.4
676,6.02E+13,Whittier Elementary School,6.02E+13,Berkeley SD 87,Northlake,Cook,ELEMENTARY,Non Chicago School,83.5,40.6
677,6.02E+13,Lincoln Middle School,6.02E+13,Berwyn North SD 98,Berwyn,Cook,MIDDLE SCHL,Non Chicago School,87.3,47.5
678,6.02E+13,Prairie Oak School,6.02E+13,Berwyn North SD 98,Berwyn,Cook,ELEMENTARY,Non Chicago School,84.9,43.6
679,6.02E+13,Karel Havlicek Elem School,6.02E+13,Berwyn North SD 98,Berwyn,Cook,ELEMENTARY,Non Chicago School,83.8,48.6
680,6.02E+13,Jefferson Elem School,6.02E+13,Berwyn North SD 98,Berwyn,Cook,ELEMENTARY,Non Chicago School,84.1,47
681,6.02E+13,Heritage Middle School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,MIDDLE SCHL,Non Chicago School,68.3,51.9
682,6.02E+13,Freedom Middle School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,MIDDLE SCHL,Non Chicago School,86.5,41.4
683,6.02E+13,Emerson Elem School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,Non Chicago School,34.6,67.2
684,6.02E+13,Irving Elem School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,Non Chicago School,67.2,60.1
685,6.02E+13,Komensky Elem School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,Non Chicago School,80.4,43.1
686,6.02E+13,Pershing Elem School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,Non Chicago School,79.6,47.3
687,6.02E+13,Piper School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,Non Chicago School,71.1,59.2
688,6.02E+13,Hiawatha Elem School,6.02E+13,Berwyn South SD 100,Berwyn,Cook,ELEMENTARY,Non Chicago School,83.1,48.3
689,4.11E+14,Wilbur Trimpe Middle School,4.11E+14,Bethalto CUSD 8,Bethalto,Madison,MIDDLE SCHL,Non Chicago School,56.3,51.7
690,4.11E+14,Meadowbrook Intermediate Sch,4.11E+14,Bethalto CUSD 8,Moro,Madison,ELEMENTARY,Non Chicago School,57.9,55.2
