Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,ISAT
7,1.50E+14,Lindblom Math & Science Acad HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,67,89.9
8,1.50E+14,Ogden Int High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,47.3,74.1
9,15016299025003CAJ01,Perspectives Chtr Joslin*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,91.2,40.1
10,15016299025003CAJ02,Perspectives Chtr - Leadership Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,94.2,43.1
11,15016299025003CAJ05,Perspectives Chtr Iit*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,90.8,35.3
12,15016299025006CAF05,Noble St Chtr-Comer*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,85.1,74.5
13,15016299025007C,Young Womens Leadership Chartr HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,84.8,29
14,15016299025201CAE02,Cics-Longwood*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,89.3,37.5
15,15016299025201CAE14,Cics-Hawkins*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,96.8,23.2
16,15016299025201CAE15,CICS-Chicago Quest North*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,82.8,34.1
17,15016299025204CAG03,Univ Of Chgo Chtr-Woodlawn*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,84.1,43.5
18,15016299025217C,Chicago Math & Sci Elem Charter*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,94.2,51.8
19,15016299025225C,Chicago Virtual Charter School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,67.1,54.6
20,15016299025232C,Catalyst Charter - Maria ES*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,94.5,31.5
21,400153,Uno Chtr - Brighton Park (15)*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,93.7,41.9
22,1.50E+14,Disney II Magnet HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,61.4,71.2
23,1.50E+14,JacksonM Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.2,23.9
24,1.50E+14,GreenW Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,93.9,57.3
25,1.50E+14,Addams Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91.7,54.4
26,1.50E+14,Agassiz Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,42.8,66.5
27,1.50E+14,Alcott Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,17.5,83.4
28,1.50E+14,Aldridge Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.8,23.8
29,1.50E+14,Armour Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.8,39.4
30,1.50E+14,Armstrong G Elem IntL Studies,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,92.6,59.6
31,1.50E+14,Attucks Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,100,23.7
32,1.50E+14,Audubon Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,31.4,71
33,1.50E+14,Avalon Park Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.4,33.6
34,1.50E+14,Barnard Elem Comp Math & Sci Ctr*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,80.6,45
35,1.50E+14,Barry Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.9,43
36,1.50E+14,Barton Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.9,24.6
37,1.50E+14,Bass Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.6,22.3
38,1.50E+14,Bateman Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91.3,50.7
39,1.50E+14,Nicholson Technology Acad Elem Sc*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.8,36
40,1.50E+14,Beaubien Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,53.5,74.4
41,1.50E+14,Beethoven Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98,31.2
42,1.50E+14,Beidler Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.4,46
43,1.50E+14,Belding Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,73.5,56.2
44,1.50E+14,Bell Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,13,89.5
45,1.50E+14,Bennett Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.8,31.5
46,1.50E+14,Black Magnet Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,82.2,55
47,1.50E+14,Blaine Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,16.2,87.3
48,1.50E+14,Bond Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.2,17
49,1.50E+14,Boone Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91.6,48.9
50,1.50E+14,Bradwell Comm Arts & Sci Elem Sch,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,92.5,29.4
51,1.50E+14,Haley Elem Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.5,22.2
52,1.50E+14,Brennemann Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.6,57.6
53,1.50E+14,Brentano Elem Math & Science Acad,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,88.7,54.9
54,1.50E+14,Bridge Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,74,67.3
55,1.50E+14,Bright Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.3,32
56,1.50E+14,BrownW Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.6,26.7
57,1.50E+14,Brownell Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,100,52.5
58,1.50E+14,Bouchet Elem Math & Science Acad*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.1,39.5
59,1.50E+14,Budlong Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,86.4,59.7
60,1.50E+14,Burbank Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97,44.8
61,1.50E+14,Burke Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.2,19
62,1.50E+14,Burley Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,21.1,82.4
63,1.50E+14,Burnham Elem Inclusive Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.6,37.1
64,1.50E+14,Castellanos Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.1,40.6
65,1.50E+14,Burnside Elem Scholastic Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,85.6,55.1
66,1.50E+14,Burr Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,46.5,57
67,1.50E+14,Burroughs Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.9,66.3
68,1.50E+14,Brunson Math & Sci Specialty Elem*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.1,22.2
69,1.50E+14,Byrne Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,58.5,54.4
70,1.50E+14,Caldwell Elem Acad of Math & Sci,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,93.8,51.7
71,1.50E+14,Cameron Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.8,43.4
72,1.50E+14,Canty Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,48.7,78.1
73,1.50E+14,Carnegie Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,85.1,48.9
74,1.50E+14,Carroll Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91,45.8
75,1.50E+14,Carter Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.5,26.6
76,1.50E+14,Cassell Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,26.3,68.7
77,1.50E+14,Cather Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98,45.1
78,1.50E+14,Chalmers Elem Specialty School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99,19.6
79,1.50E+14,Chappell Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,80.9,60.2
80,1.50E+14,Chase Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.2,50.2
81,1.50E+14,Clay Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.3,49.7
82,1.50E+14,Cleveland Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,90.7,56.3
83,1.50E+14,Clinton Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,93.2,55.5
84,1.50E+14,Clissold Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,43.1,58.1
85,1.50E+14,Coles Elem Language Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,93.4,53.2
86,1.50E+14,Columbus Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,78,64.8
87,1.50E+14,Cook Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.5,34.6
88,1.50E+14,Coonley Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,27.4,86.7
89,1.50E+14,Cooper Elem Dual Language Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98,36.9
90,1.50E+14,Corkery Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.2,42.6
91,1.50E+14,Crown Elem Comm Acd Fine Arts Ctr*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.7,27.3
92,1.50E+14,Darwin Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.7,46.4
93,1.50E+14,DavisN Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.7,40.9
94,1.50E+14,Dawes Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.9,45.5
95,1.50E+14,Deneen Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.2,40.2
96,1.50E+14,Dett Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98,20.6
97,1.50E+14,Chopin Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.5,43.6
98,1.50E+14,Dever Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,62.4,65.2
99,1.50E+14,Dewey Elem Academy of Fine Arts*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.1,13.8
100,1.50E+14,Disney Elem Magnet School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,63.6,74.7
101,1.50E+14,Dixon Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,88.5,66.1
102,1.50E+14,Dore Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,58.1,67.4
103,1.50E+14,Drake Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.4,31
104,1.50E+14,Drummond Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,28.9,77.4
105,1.50E+14,Dubois Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.5,28
106,1.50E+14,Dulles Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.6,15.8
107,1.50E+14,Dunne Technology Acad Elem Sch*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,93.8,64.2
108,1.50E+14,Dvorak Technology Acad Elem Sch*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.6,22.2
109,1.50E+14,Earle Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.4,31.7
110,1.50E+14,Eberhart Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.8,40.3
111,1.50E+14,Ebinger Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,19.1,79.7
112,1.50E+14,Edgebrook Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,12.3,88
113,1.50E+14,Edison Elem Regional Gifted Cntr*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,10.1,98.6
114,1.50E+14,Edwards Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.9,44.5
115,1.50E+14,Ellington Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.3,43.6
116,1.50E+14,Ericson Elem Scholastic Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.9,57.3
117,1.50E+14,Esmond Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.9,47.3
118,1.50E+14,Everett Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.8,36.8
119,1.50E+14,Evers Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,90.1,46.2
120,1.50E+14,Falconer Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.4,53.8
121,1.50E+14,Faraday Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.4,44.7
122,1.50E+14,Farnsworth Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,59.9,68.8
123,1.50E+14,Fernwood Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.4,40.3
124,1.50E+14,Field Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.8,50.7
125,1.50E+14,Fiske Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99,29.1
126,1.50E+14,Fort Dearborn Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.7,40.4
127,1.50E+14,Franklin Elem Fine Arts Center*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,41,78.1
128,1.50E+14,Fuller Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.7,24.7
129,1.50E+14,Fulton Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98,37.4
130,1.50E+14,Funston Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.3,34.3
131,1.50E+14,Gale Elem Community Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.2,27.8
132,1.50E+14,Gallistel Elem Language Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.9,38.2
133,1.50E+14,GarvyJ Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,40.1,69.4
134,1.50E+14,Gary Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.8,40.9
135,1.50E+14,Goethe Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,82,61.7
136,1.50E+14,Gompers Elem Fine Arts Opt School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91.8,30.8
137,1.50E+14,Goudy Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,93.2,66.1
138,1.50E+14,GrahamA Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.6,48.7
139,1.50E+14,Gray Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,92.1,59.7
140,1.50E+14,Greeley Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,85.8,65.5
141,1.50E+14,GreeneN Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.2,42
142,1.50E+14,Gregory Math & Sci Elem Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97,41.5
143,1.50E+14,Gresham Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.8,27.1
144,1.50E+14,Grimes Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,87.8,58.9
145,1.50E+14,Haines Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.2,74.1
146,1.50E+14,Gillespie Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.3,42.5
147,1.50E+14,Hale Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,78.2,55.4
148,1.50E+14,Hamilton Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,34.3,73.1
149,1.50E+14,Hamline Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.6,28.4
150,1.50E+14,Hammond Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.7,25
151,1.50E+14,Harte Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,79.9,55.4
152,1.50E+14,Harvard Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.4,33.6
153,1.50E+14,Haugan Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.2,53.2
154,1.50E+14,Hawthorne Elem Scholastic Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,20.4,90.2
155,1.50E+14,Hayt Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91.7,63.5
156,1.50E+14,Healy Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,90.2,76
157,1.50E+14,Hearst Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.7,26.9
158,1.50E+14,Hedges Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.5,27.6
159,1.50E+14,Hefferan Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.6,65
160,1.50E+14,Henderson Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.5,27.1
161,1.50E+14,Hendricks Elem Community Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.3,38.1
162,1.50E+14,Henry Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.5,55.1
163,1.50E+14,Herzl Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.4,25
164,1.50E+14,Hibbard Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.5,40.3
165,1.50E+14,Higgins Elem Community Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.8,63.7
166,1.50E+14,Hinton Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.8,39.8
167,1.50E+14,Hitch Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,64.4,69.3
168,1.50E+14,Holden Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.3,44.3
169,1.50E+14,Holmes Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,89.8,16.4
170,1.50E+14,Howe Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.1,36.6
171,1.50E+14,Hoyne Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,88.5,57.8
172,1.50E+14,HughesC Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.2,43.7
173,1.50E+14,Hurley Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.7,54.6
174,1.50E+14,Irving Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91,49.9
175,1.50E+14,JacksonA Elem Language Acad*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,39.5,87.7
176,1.50E+14,Jahn Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,76.6,41.4
177,1.50E+14,Jamieson Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,73.6,66.6
178,1.50E+14,Jenner Elem Academy of The Arts*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99.3,14.8
179,1.50E+14,Jensen Elem Scholastic Academy*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,87.3,34.4
180,1.50E+14,Pilsen Elem Community Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.2,48.6
181,1.50E+14,Johnson Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98,28.3
182,1.50E+14,Jungman Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,88.1,38.8
183,1.50E+14,Kellogg Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,50,62
184,1.50E+14,Kershaw Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.4,64
185,1.50E+14,Kilmer Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.7,37.8
186,1.50E+14,Kinzie Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,65.7,65.5
187,1.50E+14,Kipling Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,86.4,61.3
188,1.50E+14,Lozano Elem Bilingual & Intl Ctr,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.2,28.3
189,1.50E+14,Kozminski Elem Community Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,91.4,40.1
190,1.50E+14,LaSalle Elem Language Acad*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,24.9,82.2
191,1.50E+14,Lawndale Elem Community Academy,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,97.7,20.2
192,1.50E+14,Lewis Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.4,19
193,1.50E+14,Libby Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,99,22.9
194,1.50E+14,Lincoln Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,13.3,92.1
195,1.50E+14,Linne Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.2,51.7
196,1.50E+14,Lloyd Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.3,43.5
197,1.50E+14,LockeJ Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,89.8,46.4
198,1.50E+14,Lovett Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,94.2,30.1
199,1.50E+14,Lowell Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.5,49.5
200,1.50E+14,Lyon Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,95.8,62.5
201,1.50E+14,Madison Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.8,41.6
202,1.50E+14,Manierre Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.3,18.2
203,1.50E+14,Mann Elem School,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,96.2,27.9
204,1.50E+14,Marquette Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,98.8,28.6
205,1.50E+14,Marsh Elem School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,ELEMENTARY,Chicago School,92.1,45
