Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,PSAE
73,1.50E+14,Chicago Academy High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,84.7,34.2
74,1.50E+14,Bowen High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.5,7.8
75,1.50E+14,North-Grand High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.8,23.5
76,1.50E+14,Raby High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.8,5.9
77,1.50E+14,Rickover Naval Academy High Schl*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,85.8,50
78,1.50E+14,Uplift Community High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.4,25.3
79,1.50E+14,World Language High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.3,22
80,1.50E+14,Douglass Academy High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,94.5,8.3
81,1.50E+14,Devry Advantage Academy High Schl*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,71.7,77
82,1.50E+14,Bronzeville Scholastic HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,92.3,18.6
83,1.50E+14,School of Social Justice HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.3,16
84,1.50E+14,Multicultural Acad of Scholarshp,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,98.6,12.2
85,1.50E+14,Infinity MathScience & Tech HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,93.7,45.4
86,1.50E+14,Austin Bus & Entrepreneurship HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.4,7
87,1.50E+14,Austin Polytechnical Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,98.4,2.4
88,1.50E+14,Collins Academy High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.3,6.3
89,1.50E+14,Marine Math and Science Academy H*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,96.3,33.1
90,1.50E+14,Team Englewood Comm Acad HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.5,4.5
91,1.50E+14,VOISE Academy High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97.9,12.2
92,1.50E+14,Community Services West High Sch,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,63.2,5.6
93,1.50E+14,Orr Academy High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,92,9.8
94,1.50E+14,Air Force Acad High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,87.4,39.1
95,1.50E+14,Alcott Humanities High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,81.4,33
96,1.50E+14,Chicago Technology Academy HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,91.6,23.4
97,1.50E+14,Chicago HS for the Arts*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,49.7,53.5
98,1.50E+14,Williams Medical Prep High Sch*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,88.9,26.5
99,1.50E+14,Westinghouse High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,84.4,68.7
100,1.50E+14,Eric Solorio Academy High School,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,95.4,30
101,1.50E+14,South Shore Intl Col Prep HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,90.3,17.8
102,1.50E+14,Chicago Excel Academy HS,1.50E+14,City of Chicago SD 299,Chicago,Cook,HIGH SCHOOL,Chicago School,97,4.2
103,15016299025003CAJ04,Perspectives Chtr Calumet Tech*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,91.5,19.3
104,15016299025005CAH00,Nth Lawndale Chtr-Christiana*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,95.5,13
105,15016299025005CAH01,Nth Lawndale Chtr-Collins*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,95.3,12.7
106,15016299025006CAF01,Noble St Chtr-Pritzker*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,95.1,61.5
107,15016299025006CAF02,Noble St Chtr-Rauner*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,87.7,53.9
108,15016299025006CAF03,Noble St Chtr-Rowe Clark*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,92.7,39.1
109,15016299025006CAF04,Noble St Chtr-Golder*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,89,55.6
110,15016299025006CAF06,Noble St Chtr-Uic*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,87.9,72.8
111,15016299025006CAF07,Noble St Chtr-Chgo Bulls*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,88.9,55.1
112,15016299025006CAF08,Noble St Chtr-Muchin*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,84.9,59.1
113,15016299025006CAF09,Noble Street Chtr - Johnson*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,92.5,44.2
114,15016299025006CAF14,Noble St Chtr-Noble*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,91,45.2
115,15016299025008CAP02,Aspira Chtr - Early College Hs*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,94.9,10.4
116,15016299025008CAP03,Aspira Chtr - Ramirez Hs*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,100,9.5
117,15016299025009C,Ace Technical Charter High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,97.7,18
118,15016299025010C,Urban Prep Chtr Acad Englewood HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,83.1,23.3
119,15016299025011C,Ford Power House Charter HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,98.3,22.5
120,15016299025013C,Urban Prep Chtr Acad Bronzeville*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,78.6,31.9
121,15016299025014C,Chicago Talent Development HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,97.7,9.5
122,15016299025015C,EPIC Academy High School*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,95.8,15.9
123,15016299025016C,Urban Prep Chtr Acad West Campus*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,89.1,25.5
124,15016299025017C,Prologue - Johnston Fine Arts HS*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER SCH,Chicago School,91.3,3.6
125,15016299025020CBS00,Instituto Acad Chtr Health Sciences*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,96.5,27.3
126,15016299025020CBS01,Instituto Justice Chtr Acad*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,94.5,6.2
127,15016299025020CBS01a,Instituto Chtr Rudy Lozano Mastery*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,96.3,9.1
128,15016299025201CAE06,Cics-Northtown*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,77.3,47
129,15016299025201CAE10,Cics-Ellison*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,88.1,15
130,15016299025203CAD01,Shabazz Chtr-Dusable*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,95.3,6.2
131,15016299025205CAI09,Uno Chtr - Major Hector P.Garcia*,1.50E+14,City of Chicago SD 299,Chicago,Cook,CHARTER NET SCH,Chicago School,95.4,30.5
