Column1,schid,schname,distid,dist,city,county,schtype,District Type,low,PSAE
320,1.60E+14,Genoa-Kingston High School,1.60E+14,Genoa Kingston CUSD 424,Genoa,Dekalb,HIGH SCHOOL,Non Chicago School,29,56.9
321,5.41E+14,Georgetown-Ridge Farm High School,5.41E+14,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,HIGH SCHOOL,Non Chicago School,53.9,27.3
322,9.03E+13,GCMS High School,9.03E+13,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,HIGH SCHOOL,Non Chicago School,32,60.7
323,4.01E+14,Gillespie High School,4.01E+14,Gillespie CUSD 7,Gillespie,Macoupin,HIGH SCHOOL,Non Chicago School,57.1,59.5
324,1.90E+14,Glenbard East High School,1.90E+14,Glenbard Twp HSD 87,Lombard,Dupage,HIGH SCHOOL,Non Chicago School,43.8,55.1
325,1.90E+14,Glenbard North High School,1.90E+14,Glenbard Twp HSD 87,Carol Stream,Dupage,HIGH SCHOOL,Non Chicago School,32.8,62.7
326,1.90E+14,Glenbard West High School,1.90E+14,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,Non Chicago School,23.9,66.6
327,1.90E+14,Glenbard South High School,1.90E+14,Glenbard Twp HSD 87,Glen Ellyn,Dupage,HIGH SCHOOL,Non Chicago School,24.8,69.4
328,2.04E+13,Goreville High School,2.04E+13,Goreville CUD 1,Goreville,Johnson,HIGH SCHOOL,Non Chicago School,34,50
329,4.11E+14,Granite City High School,4.11E+14,Granite City CUSD 9,Granite City,Madison,HIGH SCHOOL,Non Chicago School,58.4,36.5
330,3.40E+14,Grant Community High School,3.40E+14,Grant CHSD 124,Fox Lake,Lake,HIGH SCHOOL,Non Chicago School,35.5,58.6
331,3.20E+14,Grant Park High School,3.20E+14,Grant Park CUSD 6,Grant Park,Kankakee,HIGH SCHOOL,Non Chicago School,24.2,47.4
332,3.40E+14,Grayslake Central High School,3.40E+14,Grayslake CHSD 127,Grayslake,Lake,HIGH SCHOOL,Non Chicago School,12.5,71.5
333,3.40E+14,Grayslake North High School,3.40E+14,Grayslake CHSD 127,Grayslake,Lake,HIGH SCHOOL,Non Chicago School,11,66.8
334,2.01E+14,Grayville Jr Sr High School,2.01E+14,Grayville CUSD 1,Grayville,White,HIGH SCHOOL,Non Chicago School,42.2,47.5
335,4.00E+14,Greenfield High School,4.00E+14,Greenfield CUSD 10,Greenfield,Greene,HIGH SCHOOL,Non Chicago School,28.3,58.8
336,3.81E+14,Greenview Jr/Sr High School,3.81E+14,Greenview CUSD 200,Greenview,Menard,HIGH SCHOOL,Non Chicago School,44.6,57.7
337,1.08E+13,Griggsville-Perry High School,1.08E+13,Griggsville-Perry CUSD 4,Griggsville,Pike,HIGH SCHOOL,Non Chicago School,41.2,54.5
338,2.80E+14,Hall High School,2.80E+14,Hall HSD 502,Spring Valley,Bureau,HIGH SCHOOL,Non Chicago School,41.6,49.5
339,2.60E+14,Hamilton Jr/Sr High Sch,2.60E+14,Hamilton CCSD 328,Hamilton,Hancock,HIGH SCHOOL,Non Chicago School,45.6,48.6
340,2.50E+14,Hamilton County Jr/Sr High School,2.50E+14,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,HIGH SCHOOL,Non Chicago School,49,47.8
341,2.00E+14,Hardin County High School,2.00E+14,Hardin County CUSD 1,Elizabethtown,Hardin,HIGH SCHOOL,Non Chicago School,52.5,45.5
342,4.10E+13,Harlem High School,4.10E+13,Harlem UD 122,Machesney Park,Winnebago,HIGH SCHOOL,Non Chicago School,51.2,53.6
343,2.01E+14,Harrisburg High School,2.01E+14,Harrisburg CUSD 3,Harrisburg,Saline,HIGH SCHOOL,Non Chicago School,55.3,48.2
344,3.81E+14,Hartsburg-Emden Jr-Sr High School,3.81E+14,Hartsburg Emden CUSD 21,Hartsburg,Logan,HIGH SCHOOL,Non Chicago School,49.3,56.3
345,4.41E+14,Harvard High School,4.41E+14,Harvard CUSD 50,Harvard,McHenry,HIGH SCHOOL,Non Chicago School,49.6,38.1
346,3.81E+14,Havana High School,3.81E+14,Havana CUSD 126,Havana,Mason,HIGH SCHOOL,Non Chicago School,48.7,42.2
347,4.31E+14,Henry-Senachwine High School,4.31E+14,Henry-Senachwine CUSD 5,Henry,Marshall,HIGH SCHOOL,Non Chicago School,37.7,40.2
348,9.01E+13,Heritage High School,9.01E+13,Heritage CUSD 8,Broadlands,Champaign,HIGH SCHOOL,Non Chicago School,23.7,50
349,2.11E+14,Herrin High School,2.11E+14,Herrin CUSD 4,Herrin,Williamson,HIGH SCHOOL,Non Chicago School,55.1,49
350,3.20E+14,Herscher High School,3.20E+14,Herscher CUSD 2,Herscher,Kankakee,HIGH SCHOOL,Non Chicago School,20.9,60.7
351,1.71E+14,Heyworth Jr-Sr High School,1.71E+14,Heyworth CUSD 4,Heyworth,McLean,HIGH SCHOOL,Non Chicago School,23.8,47.7
352,1.60E+14,Hiawatha High School,1.60E+14,Hiawatha CUSD 426,Kirkland,Dekalb,HIGH SCHOOL,Non Chicago School,38,46.4
353,4.11E+14,Highland High School,4.11E+14,Highland CUSD 5,Highland,Madison,HIGH SCHOOL,Non Chicago School,29,65.2
354,1.01E+14,Hillsboro High School,1.01E+14,Hillsboro CUSD 3,Hillsboro,Montgomery,HIGH SCHOOL,Non Chicago School,48.6,48.1
355,1.60E+14,Hinckley-Big Rock High School,1.60E+14,Hinckley Big Rock CUSD 429,Hinckley,Dekalb,HIGH SCHOOL,Non Chicago School,12.8,79.4
356,1.90E+14,Hinsdale Central High School,1.90E+14,Hinsdale Twp HSD 86,Hinsdale,Dupage,HIGH SCHOOL,Non Chicago School,6.3,88.7
357,1.90E+14,Hinsdale South High School,1.90E+14,Hinsdale Twp HSD 86,Darien,Dupage,HIGH SCHOOL,Non Chicago School,27.4,70.6
358,7.02E+13,Homewood-Flossmoor High School,7.02E+13,Homewood Flossmoor CHSD 233,Flossmoor,Cook,HIGH SCHOOL,Non Chicago School,24.9,53.2
359,4.10E+13,Hononegah High School,4.10E+13,Hononegah CHD 207,Rockton,Winnebago,HIGH SCHOOL,Non Chicago School,18.2,74
360,5.41E+14,Hoopeston Area High School,5.41E+14,Hoopeston Area CUSD 11,Hoopeston,Vermilion,HIGH SCHOOL,Non Chicago School,60.8,40.4
361,1.20E+14,Hutsonville High School,1.20E+14,Hutsonville CUSD 1,Hutsonville,Crawford,HIGH SCHOOL,Non Chicago School,36.8,46.4
362,4.81E+14,Il Valley Central High School,4.81E+14,Il Valley Central USD 321,Chillicothe,Peoria,HIGH SCHOOL,Non Chicago School,23.3,61.9
363,4.81E+14,Illini Bluffs High School,4.81E+14,Illini Bluffs CUSD 327,Glasford,Peoria,HIGH SCHOOL,Non Chicago School,25.7,60.5
364,3.81E+14,Illini Central High School,3.81E+14,Illini Central CUSD 189,Mason City,Mason,HIGH SCHOOL,Non Chicago School,49.8,42.3
365,2.60E+14,Illini West High School,2.60E+14,Illini West H S Dist 307,Carthage,Hancock,HIGH SCHOOL,Non Chicago School,46.8,55.2
366,1.60E+14,Indian Creek High School,1.60E+14,Indian Creek CUSD 425,Shabbona,Dekalb,HIGH SCHOOL,Non Chicago School,25.4,73.1
367,1.90E+14,Waubonsie Valley High School,1.90E+14,Indian Prairie CUSD 204,Aurora,Dupage,HIGH SCHOOL,Non Chicago School,23.6,71.4
368,1.90E+14,Neuqua Valley High School,1.90E+14,Indian Prairie CUSD 204,Naperville,Dupage,HIGH SCHOOL,Non Chicago School,9.4,87.2
369,1.90E+14,Metea Valley High School,1.90E+14,Indian Prairie CUSD 204,Aurora,Dupage,HIGH SCHOOL,Non Chicago School,24,76.2
370,3.20E+14,Watseka Comm High School,3.20E+14,Iroquois County CUSD 9,Watseka,Iroquois,HIGH SCHOOL,Non Chicago School,56.3,43.8
371,3.20E+14,Iroquois West High School,3.20E+14,Iroquois West CUSD 10,Gilman,Iroquois,HIGH SCHOOL,Non Chicago School,46.3,46.5
372,6.02E+13,J Sterling Morton East High Sch,6.02E+13,J S Morton HSD 201,Cicero,Cook,HIGH SCHOOL,Non Chicago School,93.4,23.4
373,6.02E+13,J Sterling Morton West High Sch,6.02E+13,J S Morton HSD 201,Berwyn,Cook,HIGH SCHOOL,Non Chicago School,81,32.9
374,4.61E+14,Jacksonville High School,4.61E+14,Jacksonville SD 117,Jacksonville,Morgan,HIGH SCHOOL,Non Chicago School,50.6,44.8
375,5.41E+14,Jamaica High School,5.41E+14,Jamaica CUSD 12,Sidell,Vermilion,HIGH SCHOOL,Non Chicago School,42.7,57.9
376,1.20E+14,Newton Comm High School,1.20E+14,Jasper County CUD 1,Newton,Jasper,HIGH SCHOOL,Non Chicago School,37.1,61.3
377,4.00E+14,Jersey Comm High School,4.00E+14,Jersey CUSD 100,Jerseyville,Jersey,HIGH SCHOOL,Non Chicago School,33.4,51
378,4.41E+14,Johnsburg High School,4.41E+14,Johnsburg CUSD 12,Johnsburg,McHenry,HIGH SCHOOL,Non Chicago School,17.2,60.7
379,2.11E+14,Johnston City High School,2.11E+14,Johnston City CUSD 1,Johnston City,Williamson,HIGH SCHOOL,Non Chicago School,52.9,38.8
380,5.61E+14,Joliet Central High School,5.61E+14,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,Non Chicago School,74.7,31.6
381,5.61E+14,Joliet West High School,5.61E+14,Joliet Twp HSD 204,Joliet,Will,HIGH SCHOOL,Non Chicago School,51.9,48.2
382,2.06E+13,Joppa Jr & Sr High School,2.06E+13,Joppa-Maple Grove UD 38,Joppa,Massac,HIGH SCHOOL,Non Chicago School,63.3,34.6
383,3.10E+14,Kaneland Senior High School,3.10E+14,Kaneland CUSD 302,Maple Park,Kane,HIGH SCHOOL,Non Chicago School,17.8,62.5
384,3.20E+14,Kankakee High School,3.20E+14,Kankakee SD 111,Kankakee,Kankakee,HIGH SCHOOL,Non Chicago School,81.6,33.6
385,1.10E+14,Kansas High School,1.10E+14,Kansas CUSD 3,Kansas,Edgar,HIGH SCHOOL,Non Chicago School,38.2,60
386,2.80E+14,Kewanee High School,2.80E+14,Kewanee CUSD 229,Kewanee,Henry,HIGH SCHOOL,Non Chicago School,67.8,52.7
387,3.30E+14,Knoxville Sr High School,3.30E+14,Knoxville CUSD 202,Knoxville,Knox,HIGH SCHOOL,Non Chicago School,38,54
388,2.80E+14,La Moille High School,2.80E+14,La Moille CUSD 303,La Moille,Bureau,HIGH SCHOOL,Non Chicago School,40,36.2
389,3.51E+14,La Salle-Peru Twp High School,3.51E+14,La Salle-Peru Twp HSD 120,La Salle,La Salle,HIGH SCHOOL,Non Chicago School,41.1,53.1
390,3.40E+14,Lake Forest High School,3.40E+14,Lake Forest CHSD 115,Lake Forest,Lake,HIGH SCHOOL,Non Chicago School,3.5,85.7
391,1.90E+14,Lake Park High School,1.90E+14,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,Non Chicago School,16.6,71.2
392,3.40E+14,Lake Zurich High School,3.40E+14,Lake Zurich CUSD 95,Lake Zurich,Lake,HIGH SCHOOL,Non Chicago School,10.4,79.8
393,1.21E+14,Lawrenceville High School,1.21E+14,Lawrence County CUD 20,Lawrenceville,Lawrence,HIGH SCHOOL,Non Chicago School,43.5,42.9
394,5.01E+14,Lebanon High School,5.01E+14,Lebanon CUSD 9,Lebanon,Saint Clair,HIGH SCHOOL,Non Chicago School,37.8,52.2
395,3.51E+14,Leland High School,3.51E+14,Leland CUSD 1,Leland,La Salle,HIGH SCHOOL,Non Chicago School,39,43.3
396,7.02E+13,Lemont Twp High School,7.02E+13,Lemont Twp HSD 210,Lemont,Cook,HIGH SCHOOL,Non Chicago School,8.6,71.8
397,8.09E+13,Lena-Winslow High School,8.09E+13,Lena Winslow CUSD 202,Lena,Stephenson,HIGH SCHOOL,Non Chicago School,32.8,58.7
398,1.71E+14,LeRoy High School,1.71E+14,LeRoy CUSD 2,Le Roy,McLean,HIGH SCHOOL,Non Chicago School,20.4,63
399,2.20E+14,Lewistown High School,2.20E+14,Lewistown CUSD 97,Lewistown,Fulton,HIGH SCHOOL,Non Chicago School,36.2,50.9
400,1.71E+14,Lexington High School,1.71E+14,Lexington CUSD 7,Lexington,McLean,HIGH SCHOOL,Non Chicago School,21.6,75
401,6.02E+13,East Leyden High School,6.02E+13,Leyden CHSD 212,Franklin Park,Cook,HIGH SCHOOL,Non Chicago School,7.4,55.1
402,6.02E+13,West Leyden High School,6.02E+13,Leyden CHSD 212,Northlake,Cook,HIGH SCHOOL,Non Chicago School,12.9,43
403,1.00E+13,Liberty High School,1.00E+13,Liberty CUSD 2,Liberty,Adams,HIGH SCHOOL,Non Chicago School,30.3,57.3
404,4.81E+14,Limestone Community High School,4.81E+14,Limestone CHSD 310,Peoria,Peoria,HIGH SCHOOL,Non Chicago School,44.6,46.3
405,3.81E+14,Lincoln Comm High School,3.81E+14,Lincoln CHSD 404,Lincoln,Logan,HIGH SCHOOL,Non Chicago School,38.9,61.5
406,5.61E+14,Lincoln-Way Central High School,5.61E+14,Lincoln Way CHSD 210,New Lenox,Will,HIGH SCHOOL,Non Chicago School,10.6,69.1
407,5.61E+14,Lincoln-Way East High School,5.61E+14,Lincoln Way CHSD 210,Frankfort,Will,HIGH SCHOOL,Non Chicago School,8.5,73.5
408,5.61E+14,Lincoln-Way North High School,5.61E+14,Lincoln Way CHSD 210,Frankfort,Will,HIGH SCHOOL,Non Chicago School,9.8,67.7
409,5.61E+14,Lincoln Way West,5.61E+14,Lincoln Way CHSD 210,New Lenox,Will,HIGH SCHOOL,Non Chicago School,11.8,70.3
410,1.90E+14,Lisle High School,1.90E+14,Lisle CUSD 202,Lisle,Dupage,HIGH SCHOOL,Non Chicago School,27.4,69.8
411,1.01E+14,Litchfield Senior High School,1.01E+14,Litchfield CUSD 12,Litchfield,Montgomery,HIGH SCHOOL,Non Chicago School,46.5,45.7
412,5.61E+14,Lockport Township High Sch East,5.61E+14,Lockport Twp HSD 205,Lockport,Will,HIGH SCHOOL,Non Chicago School,16.3,67.7
413,4.31E+14,Lowpoint-Washburn Jr Sr High Sch,4.31E+14,Lowpoint-Washburn CUSD 21,Washburn,Woodford,HIGH SCHOOL,Non Chicago School,43.9,60
414,6.02E+13,Lyons Twp High Sch,6.02E+13,Lyons Twp HSD 204,La Grange,Cook,HIGH SCHOOL,Non Chicago School,14.2,78.7
415,2.61E+14,Macomb Senior High School,2.61E+14,Macomb CUSD 185,Macomb,McDonough,HIGH SCHOOL,Non Chicago School,38.6,63.6
416,4.11E+14,Madison Senior High School,4.11E+14,Madison CUSD 12,Madison,Madison,HIGH SCHOOL,Non Chicago School,98.8,33.8
417,9.01E+13,Mahomet-Seymour High School,9.01E+13,Mahomet-Seymour CUSD 3,Mahomet,Champaign,HIGH SCHOOL,Non Chicago School,19.6,76.8
418,5.02E+13,Maine East High School,5.02E+13,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,Non Chicago School,46.6,59.3
419,5.02E+13,Maine South High School,5.02E+13,Maine Township HSD 207,Park Ridge,Cook,HIGH SCHOOL,Non Chicago School,8.3,78.6
420,5.02E+13,Maine West High School,5.02E+13,Maine Township HSD 207,Des Plaines,Cook,HIGH SCHOOL,Non Chicago School,38.1,58.2
421,3.20E+14,Manteno High School,3.20E+14,Manteno CUSD 5,Manteno,Kankakee,HIGH SCHOOL,Non Chicago School,34.6,58.9
422,4.41E+14,Marengo High School,4.41E+14,Marengo CHSD 154,Marengo,McHenry,HIGH SCHOOL,Non Chicago School,36.3,59.5
423,2.11E+14,Marion High School,2.11E+14,Marion CUSD 2,Marion,Williamson,HIGH SCHOOL,Non Chicago School,41.4,54.1
424,5.01E+14,Marissa Jr & Sr High School,5.01E+14,Marissa CUSD 40,Marissa,Saint Clair,HIGH SCHOOL,Non Chicago School,62.3,59.3
425,3.91E+14,Maroa-Forsyth Senior High Sch,3.91E+14,Maroa Forsyth CUSD 2,Maroa,Macon,HIGH SCHOOL,Non Chicago School,12.3,66.2
426,11012002C260001,Marshall High School,11012002C260000,Marshall CUSD 2C,Marshall,Clark,HIGH SCHOOL,Non Chicago School,30.6,56.4
427,11012003C260001,Martinsville Jr- Sr High School,11012003C260000,Martinsville CUSD 3C,Martinsville,Clark,HIGH SCHOOL,Non Chicago School,52.7,61.1
428,5.01E+14,Mascoutah High School,5.01E+14,Mascoutah CUD 19,Mascoutah,Saint Clair,HIGH SCHOOL,Non Chicago School,16.9,67.5
429,2.06E+13,Massac County High School,2.06E+13,Massac UD 1,Metropolis,Massac,HIGH SCHOOL,Non Chicago School,50.8,52.9
430,1.10E+14,Mattoon High School,1.10E+14,Mattoon CUSD 2,Mattoon,Coles,HIGH SCHOOL,Non Chicago School,47.6,56.5
431,4.41E+14,McHenry High School-West Campus,4.41E+14,McHenry CHSD 156,McHenry,McHenry,HIGH SCHOOL,Non Chicago School,32.9,55.8
432,4.41E+14,McHenryEast High School,4.41E+14,McHenry CHSD 156,McHenry,McHenry,HIGH SCHOOL,Non Chicago School,34.2,53.9
433,1.71E+14,Normal Community High School,1.71E+14,McLean County USD 5,Normal,McLean,HIGH SCHOOL,Non Chicago School,23.7,72.9
434,1.71E+14,Normal Community West High School,1.71E+14,McLean County USD 5,Normal,McLean,HIGH SCHOOL,Non Chicago School,28.8,65.6
435,17064005026001C,YBMC Charter Sch*,1.71E+14,McLean County USD 5,Normal,McLean,CHARTER SCH,Non Chicago School,62.5,11.9
436,3.51E+14,Mendota Twp High School,3.51E+14,Mendota Twp HSD 280,Mendota,La Salle,HIGH SCHOOL,Non Chicago School,44.5,57.3
437,2.71E+14,Mercer County High School,2.71E+14,Mercer County School District 404,Aledo,Mercer,HIGH SCHOOL,Non Chicago School,43.7,52
438,4.61E+14,Meredosia-Chambersburg High Sch,4.61E+14,Meredosia-Chambersburg CUSD 11,Meredosia,Morgan,HIGH SCHOOL,Non Chicago School,39.1,50
439,2.08E+13,Meridian High School,2.08E+13,Meridian CUSD 101,Mounds,Pulaski,HIGH SCHOOL,Non Chicago School,100,17.9
440,3.91E+14,Meridian High School,3.91E+14,Meridian CUSD 15,Macon,Macon,HIGH SCHOOL,Non Chicago School,35.1,47.8
441,4.71E+14,Stillman Valley High School,4.71E+14,Meridian CUSD 223,Stillman Valley,Ogle,HIGH SCHOOL,Non Chicago School,25.4,58.3
442,4.31E+14,Midland High School,4.31E+14,Midland CUSD 7,Varna,Marshall,HIGH SCHOOL,Non Chicago School,33.2,55.7
443,3.81E+14,Midwest Central High School,3.81E+14,Midwest Central CUSD 191,Manito,Mason,HIGH SCHOOL,Non Chicago School,34.9,37.2
444,3.20E+14,Milford High School,3.20E+14,Milford Twp HSD 233,Milford,Iroquois,HIGH SCHOOL,Non Chicago School,52.5,51.4
445,2.40E+14,Minooka Community High School,2.40E+14,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,Non Chicago School,5.8,69.2
446,4.91E+14,Moline Sr High School,4.91E+14,Moline USD 40,Moline,Rock Island,HIGH SCHOOL,Non Chicago School,41.4,54.8
447,3.20E+14,Momence High School,3.20E+14,Momence CUSD 1,Momence,Kankakee,HIGH SCHOOL,Non Chicago School,61.5,40.5
448,2.71E+14,Monmouth-Roseville High Sch,2.71E+14,Monmouth-Roseville CUSD 238,Monmouth,Warren,HIGH SCHOOL,Non Chicago School,58,52.6
449,3.91E+14,Monticello High School,3.91E+14,Monticello CUSD 25,Monticello,Piatt,HIGH SCHOOL,Non Chicago School,13.3,67.2
450,2.40E+14,Morris Community High School,2.40E+14,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,Non Chicago School,23.3,60.3
451,5.51E+14,Morrison High School,5.51E+14,Morrison CUSD 6,Morrison,Whiteside,HIGH SCHOOL,Non Chicago School,33.8,67.9
452,1.00E+14,Morrisonville High School,1.00E+14,Morrisonville CUSD 1,Morrisonville,Christian,HIGH SCHOOL,Non Chicago School,28.3,46.2
453,5.31E+14,Morton High School,5.31E+14,Morton CUSD 709,Morton,Tazewell,HIGH SCHOOL,Non Chicago School,13.5,76
454,4.01E+14,Mt Olive High School,4.01E+14,Mount Olive CUSD 5,Mount Olive,Macoupin,HIGH SCHOOL,Non Chicago School,40.4,57.1
455,3.81E+14,Mount Pulaski High School,3.81E+14,Mt Pulaski CUSD 23,Mount Pulaski,Logan,HIGH SCHOOL,Non Chicago School,34.9,61.9
456,2.50E+14,Mount Vernon High School,2.50E+14,Mt Vernon Twp HSD 201,Mount Vernon,Jefferson,HIGH SCHOOL,Non Chicago School,55.2,46.4
457,3.91E+14,Mt Zion High School,3.91E+14,Mt Zion CUSD 3,Mount Zion,Macon,HIGH SCHOOL,Non Chicago School,15.5,72.9
458,3.00E+13,Mulberry Grove Sr High School,3.00E+13,Mulberry Grove CUSD 1,Mulberry Grove,Bond,HIGH SCHOOL,Non Chicago School,47,40
459,3.40E+14,Mundelein Cons High School,3.40E+14,Mundelein Cons HSD 120,Mundelein,Lake,HIGH SCHOOL,Non Chicago School,39,56.4
460,3.00E+14,Murphysboro High School,3.00E+14,Murphysboro CUSD 186,Murphysboro,Jackson,HIGH SCHOOL,Non Chicago School,99.3,44.1
461,1.90E+14,Naperville Central High School,1.90E+14,Naperville CUSD 203,Naperville,Dupage,HIGH SCHOOL,Non Chicago School,10,80.3
462,1.90E+14,Naperville North High School,1.90E+14,Naperville CUSD 203,Naperville,Dupage,HIGH SCHOOL,Non Chicago School,15.2,80
463,1.31E+14,Nashville Comm High School,1.31E+14,Nashville CHSD 99,Nashville,Washington,HIGH SCHOOL,Non Chicago School,27,63.7
464,1.10E+14,Neoga Sr High School,1.10E+14,Neoga CUSD 3,Neoga,Cumberland,HIGH SCHOOL,Non Chicago School,28.4,61.1
465,5.01E+14,New Athens High School,5.01E+14,New Athens CUSD 60,New Athens,Saint Clair,HIGH SCHOOL,Non Chicago School,21,52.3
466,5.11E+14,New Berlin High School,5.11E+14,New Berlin CUSD 16,New Berlin,Sangamon,HIGH SCHOOL,Non Chicago School,27.7,60.9
467,5.02E+13,New Trier Township H S Winnetka,5.02E+13,New Trier Twp HSD 203,Winnetka,Cook,HIGH SCHOOL,Non Chicago School,3.5,92.3
468,2.40E+14,Newark Comm High School,2.40E+14,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,Non Chicago School,15.1,71.7
469,5.02E+13,Niles North High School,5.02E+13,Niles Twp CHSD 219,Skokie,Cook,HIGH SCHOOL,Non Chicago School,39,62.4
470,5.02E+13,Niles West High School,5.02E+13,Niles Twp CHSD 219,Skokie,Cook,HIGH SCHOOL,Non Chicago School,36.5,64.5
471,1.01E+14,Nokomis Jr/Sr High Sch,1.01E+14,Nokomis CUSD 22,Nokomis,Montgomery,HIGH SCHOOL,Non Chicago School,40.3,54.9
472,2.01E+14,Norris City-Omaha-Enfield H S,2.01E+14,Norris City-Omaha-Enfield CUSD 3,Norris City,White,HIGH SCHOOL,Non Chicago School,47.3,46.9
473,4.00E+13,North Boone High School,4.00E+13,North Boone CUSD 200,Poplar Grove,Boone,HIGH SCHOOL,Non Chicago School,44.3,49.1
474,3.40E+14,North Chicago Community High Sch,3.40E+14,North Chicago SD 187,North Chicago,Lake,HIGH SCHOOL,Non Chicago School,83.8,16.8
475,1.20E+14,North Clay Community High School,1.20E+14,North Clay CUSD 25,Louisville,Clay,HIGH SCHOOL,Non Chicago School,42.8,57.4
476,4.00E+14,North Greene Jr/Sr High Sch,4.00E+14,North Greene CUSD 3,White Hall,Greene,HIGH SCHOOL,Non Chicago School,65.5,32
477,4.01E+14,North Mac High School,4.01E+14,North Mac CUSD 34,Virden,Macoupin,HIGH SCHOOL,Non Chicago School,39.9,57.8
478,2.01E+14,Cisne High School,2.01E+14,North Wayne CUSD 200,Cisne,Wayne,HIGH SCHOOL,Non Chicago School,43,55.7
479,5.02E+13,Glenbrook North High School,5.02E+13,Northfield Twp HSD 225,Northbrook,Cook,HIGH SCHOOL,Non Chicago School,17.2,88
480,5.02E+13,Glenbrook South High School,5.02E+13,Northfield Twp HSD 225,Glenview,Cook,HIGH SCHOOL,Non Chicago School,28.3,82.7
481,4.01E+14,Northwestern High School,4.01E+14,Northwestern CUSD 2,Palmyra,Macoupin,HIGH SCHOOL,Non Chicago School,51.8,52.8
482,5.01E+14,O Fallon High School,5.01E+14,O Fallon Twp HSD 203,O Fallon,Saint Clair,HIGH SCHOOL,Non Chicago School,20.9,72.1
483,7.02E+13,Oak Lawn Comm High School,7.02E+13,Oak Lawn CHSD 229,Oak Lawn,Cook,HIGH SCHOOL,Non Chicago School,38,47.2
484,6.02E+13,Oak Park & River Forest High Sch,6.02E+13,Oak Park - River Forest SD 200,Oak Park,Cook,HIGH SCHOOL,Non Chicago School,20.8,72.7
485,1.10E+14,Oakland High School,1.10E+14,Oakland CUSD 5,Oakland,Coles,HIGH SCHOOL,Non Chicago School,51.8,60.3
486,5.41E+14,Oakwood High School,5.41E+14,Oakwood CUSD 76,Fithian,Vermilion,HIGH SCHOOL,Non Chicago School,36.9,57.4
487,1.20E+14,Oblong High School,1.20E+14,Oblong CUSD 4,Oblong,Crawford,HIGH SCHOOL,Non Chicago School,35.1,52.5
488,1.31E+14,Odin Attendance Center 9-12,1.31E+14,Odin PSD 722,Odin,Marion,HIGH SCHOOL,Non Chicago School,63.3,43.2
489,2.80E+14,Ohio Community High School,2.80E+14,Ohio CHSD 505,Ohio,Bureau,HIGH SCHOOL,Non Chicago School,38.2,60
490,1.11E+14,Okaw Valley High School,1.11E+14,Okaw Valley CUSD 302,Bethany,Moultrie,HIGH SCHOOL,Non Chicago School,44.4,51.2
491,1.71E+14,Olympia High School,1.71E+14,Olympia CUSD 16,Stanford,McLean,HIGH SCHOOL,Non Chicago School,35.7,62.9
492,8.09E+13,Orangeville High School,8.09E+13,Orangeville CUSD 203,Orangeville,Stephenson,HIGH SCHOOL,Non Chicago School,28.1,57.4
493,4.71E+14,Oregon High School,4.71E+14,Oregon CUSD 220,Oregon,Ogle,HIGH SCHOOL,Non Chicago School,35.3,55.3
494,2.80E+14,Orion High School,2.80E+14,Orion CUSD 223,Orion,Henry,HIGH SCHOOL,Non Chicago School,19.3,73.9
495,2.40E+14,Oswego High School,2.40E+14,Oswego CUSD 308,Oswego,Kendall,HIGH SCHOOL,Non Chicago School,25.9,55.2
496,2.40E+14,Oswego East High School,2.40E+14,Oswego CUSD 308,Oswego,Kendall,HIGH SCHOOL,Non Chicago School,28.4,58.4
497,3.51E+14,Ottawa Township High School,3.51E+14,Ottawa Twp HSD 140,Ottawa,La Salle,HIGH SCHOOL,Non Chicago School,31.8,57
498,1.20E+14,Palestine High School,1.20E+14,Palestine CUSD 3,Palestine,Crawford,HIGH SCHOOL,Non Chicago School,34.6,58.3
499,1.00E+14,Pana Sr High School,1.00E+14,Pana CUSD 8,Pana,Christian,HIGH SCHOOL,Non Chicago School,49,43.8
500,1.01E+14,Lincolnwood High School,1.01E+14,Panhandle CUSD 2,Raymond,Montgomery,HIGH SCHOOL,Non Chicago School,33.3,75
501,1.10E+14,Paris Cooperative High School 4,1.10E+14,Paris CUSD 4,Paris,Edgar,HIGH SCHOOL,Non Chicago School,27,72.6
502,1.10E+14,Paris Cooperative High School 95,1.10E+14,Paris-Union SD 95,Paris,Edgar,HIGH SCHOOL,Non Chicago School,61.1,40.7
503,1.31E+14,Patoka Sr High School,1.31E+14,Patoka CUSD 100,Patoka,Marion,HIGH SCHOOL,Non Chicago School,65.8,46.2
504,4.71E+14,Paw Paw Jr/Sr High School,4.71E+14,Paw Paw CUSD 271,Paw Paw,Lee,HIGH SCHOOL,Non Chicago School,33,54.8
505,5.11E+14,Pawnee Jr/Sr High Sch,5.11E+14,Pawnee CUSD 11,Pawnee,Sangamon,HIGH SCHOOL,Non Chicago School,26.7,51.8
