Column1,schid,schname,distid,dist,city,county,type,District Type,low,ISAT
1266,4.11E+14,Columbus Elem School,4.11E+14,Edwardsville CUSD 7,Edwardsville,Madison,ELEMENTARY,Non Chicago School,14.4,81.9
1267,4.11E+14,Woodland Elementary School,4.11E+14,Edwardsville CUSD 7,Edwardsville,Madison,ELEMENTARY,Non Chicago School,17.5,80.4
1268,4.11E+14,Midway School,4.11E+14,Edwardsville CUSD 7,Moro,Madison,ELEMENTARY,Non Chicago School,10.4,89.6
1269,4.11E+14,Worden Elementary School,4.11E+14,Edwardsville CUSD 7,Worden,Madison,ELEMENTARY,Non Chicago School,16.9,81.2
1270,4.11E+14,Hamel Elementary School,4.11E+14,Edwardsville CUSD 7,Hamel,Madison,ELEMENTARY,Non Chicago School,19.5,75.4
1271,3.03E+13,Central Grade School,3.03E+13,Effingham CUSD 40,Effingham,Effingham,ELEMENTARY,Non Chicago School,35,80.6
1272,3.03E+13,Effingham Junior High School,3.03E+13,Effingham CUSD 40,Effingham,Effingham,MIDDLE SCHL,Non Chicago School,32.4,77.2
1273,3.03E+13,Edgewood Grade School,3.03E+13,Effingham CUSD 40,Edgewood,Effingham,ELEMENTARY,Non Chicago School,50.5,73.6
1274,2.00E+13,Egyptian Jr High School,2.00E+13,Egyptian CUSD 5,Tamms,Alexander,MIDDLE SCHL,Non Chicago School,80.1,55.5
1275,2.00E+13,Egyptian Elem School,2.00E+13,Egyptian CUSD 5,Tamms,Alexander,ELEMENTARY,Non Chicago School,81.3,63.3
1276,4.31E+14,El Paso-Gridley Jr High School,4.31E+14,El Paso-Gridley CUSD 11,Gridley,Woodford,MIDDLE SCHL,Non Chicago School,21.3,73.6
1277,4.31E+14,Gridley Grade School,4.31E+14,El Paso-Gridley CUSD 11,Gridley,Woodford,ELEMENTARY,Non Chicago School,21.4,88.8
1278,2.01E+14,Eldorado Elem School,2.01E+14,Eldorado CUSD 4,Eldorado,Saline,ELEMENTARY,Non Chicago School,46.9,56.6
1279,2.01E+14,Eldorado Middle School,2.01E+14,Eldorado CUSD 4,Eldorado,Saline,MIDDLE SCHL,Non Chicago School,48.7,64.9
1280,1.90E+14,Lincoln Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,2.3,82
1281,1.90E+14,Edison Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,0,89.3
1282,1.90E+14,Bryan Middle School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,MIDDLE SCHL,Non Chicago School,2.8,77.9
1283,1.90E+14,Sandburg MiddleSchool,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,MIDDLE SCHL,Non Chicago School,3.6,83.5
1284,1.90E+14,Jefferson Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,0.4,85.2
1285,1.90E+14,Hawthorne Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,2.2,87.8
1286,1.90E+14,Jackson Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,1.8,88.2
1287,1.90E+14,Field Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,2,86.4
1288,1.90E+14,Emerson Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,3,87
1289,1.90E+14,Churchville Middle School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,MIDDLE SCHL,Non Chicago School,9,73.8
1290,1.90E+14,Conrad Fischer Elem School,1.90E+14,Elmhurst SD 205,Elmhurst,Dupage,ELEMENTARY,Non Chicago School,9.6,72.3
1291,4.81E+14,Elmwood Junior High School,4.81E+14,Elmwood CUSD 322,Elmwood,Peoria,MIDDLE SCHL,Non Chicago School,10.3,82.8
1292,4.81E+14,Elmwood Elem School,4.81E+14,Elmwood CUSD 322,Elmwood,Peoria,ELEMENTARY,Non Chicago School,21.4,83.2
1293,6.02E+13,Elmwood Elem School,6.02E+13,Elmwood Park CUSD 401,Elmwood Park,Cook,ELEMENTARY,Non Chicago School,20.1,72.8
1294,6.02E+13,John Mills Elem School,6.02E+13,Elmwood Park CUSD 401,Elmwood Park,Cook,ELEMENTARY,Non Chicago School,29.5,72.2
1295,6.02E+13,Elm Middle School,6.02E+13,Elmwood Park CUSD 401,Elmwood Park,Cook,MIDDLE SCHL,Non Chicago School,16.4,69.4
1296,3.00E+14,Elverado Junior High School,3.00E+14,Elverado CUSD 196,Vergennes,Jackson,MIDDLE SCHL,Non Chicago School,43.1,63.8
1297,3.00E+14,Elverado Intermediate School,3.00E+14,Elverado CUSD 196,Vergennes,Jackson,ELEMENTARY,Non Chicago School,53.5,70.5
1298,3.00E+14,Elverado Primary School,3.00E+14,Elverado CUSD 196,Elkville,Jackson,ELEMENTARY,Non Chicago School,44.5,80.9
1299,5.61E+14,Elwood C C School,5.61E+14,Elwood CCSD 203,Elwood,Will,ELEMENTARY,Non Chicago School,0,65.4
1300,3.40E+14,Emmons Grade School,3.40E+14,Emmons SD 33,Antioch,Lake,ELEMENTARY,Non Chicago School,6.9,76.3
1301,5.51E+14,Erie Elem School,5.51E+14,Erie CUSD 1,Erie,Whiteside,ELEMENTARY,Non Chicago School,15.3,88.1
1302,5.51E+14,Erie Middle School,5.51E+14,Erie CUSD 1,Erie,Whiteside,MIDDLE SCHL,Non Chicago School,10.7,71.9
1303,7.02E+13,Marya Yates Elementary School,7.02E+13,ESD 159,Matteson,Cook,ELEMENTARY,Non Chicago School,25,68.6
1304,7.02E+13,Neil Armstrong Elem School,7.02E+13,ESD 159,Richton Park,Cook,ELEMENTARY,Non Chicago School,35.8,61.7
1305,7.02E+13,Woodgate Elem School,7.02E+13,ESD 159,Matteson,Cook,ELEMENTARY,Non Chicago School,43,49.4
1306,7.02E+13,Sieden Prairie Elementary School,7.02E+13,ESD 159,Matteson,Cook,ELEMENTARY,Non Chicago School,32.3,63.3
1307,4.71E+14,Eswood C C Grade School,4.71E+14,Eswood CCSD 269,Lindenwood,Ogle,ELEMENTARY,Non Chicago School,16.8,77.8
1308,4.31E+14,Goodfield Elem School,4.31E+14,Eureka CUD 140,Goodfield,Woodford,ELEMENTARY,Non Chicago School,7,79.5
1309,4.31E+14,Congerville Elem School,4.31E+14,Eureka CUD 140,Congerville,Woodford,ELEMENTARY,Non Chicago School,7.6,86.8
1310,4.31E+14,Eureka Middle School,4.31E+14,Eureka CUD 140,Eureka,Woodford,MIDDLE SCHL,Non Chicago School,16.8,78.1
1311,4.31E+14,Davenport Elem School,4.31E+14,Eureka CUD 140,Eureka,Woodford,ELEMENTARY,Non Chicago School,25.1,88
1312,5.02E+13,Orrington Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,31.8,76.6
1313,5.02E+13,Willard Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,19.6,83.2
1314,5.02E+13,Haven Middle School,5.02E+13,Evanston CCSD 65,Evanston,Cook,MIDDLE SCHL,Non Chicago School,30.7,68.1
1315,5.02E+13,Dewey Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,26.5,81.5
1316,5.02E+13,Lincolnwood Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,24.3,76.1
1317,5.02E+13,Lincoln Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,34.4,67.5
1318,5.02E+13,Kingsley Elementary School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,38.9,68.5
1319,5.02E+13,Nichols Middle School,5.02E+13,Evanston CCSD 65,Evanston,Cook,MIDDLE SCHL,Non Chicago School,33.7,68.5
1320,5.02E+13,Dr Bessie Rhodes-Global Studies,5.02E+13,Evanston CCSD 65,Skokie,Cook,ELEMENTARY,Non Chicago School,29.2,75.6
1321,5.02E+13,Dr ML King Jr Literary&Fine Arts,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,32.4,75.9
1322,5.02E+13,Washington Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,49.2,65.6
1323,5.02E+13,Walker Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,26,75.1
1324,5.02E+13,Dawes Elementary School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,41.7,61.7
1325,5.02E+13,Chute Middle School,5.02E+13,Evanston CCSD 65,Evanston,Cook,MIDDLE SCHL,Non Chicago School,39.9,63.3
1326,5.02E+13,Oakton Elem School,5.02E+13,Evanston CCSD 65,Evanston,Cook,ELEMENTARY,Non Chicago School,49.5,64.6
1327,7.02E+13,Southwest Elem School,7.02E+13,Evergreen Park ESD 124,Evergreen Park,Cook,ELEMENTARY,Non Chicago School,12.7,77
1328,7.02E+13,Northwest School,7.02E+13,Evergreen Park ESD 124,Evergreen Park,Cook,ELEMENTARY,Non Chicago School,15.3,60.4
1329,7.02E+13,Central Jr High School,7.02E+13,Evergreen Park ESD 124,Evergreen Park,Cook,MIDDLE SCHL,Non Chicago School,19.4,64.4
1330,7.02E+13,Southeast Elem School,7.02E+13,Evergreen Park ESD 124,Evergreen Park,Cook,ELEMENTARY,Non Chicago School,18.2,72.8
1331,7.02E+13,Northeast Elem School,7.02E+13,Evergreen Park ESD 124,Evergreen Park,Cook,ELEMENTARY,Non Chicago School,30.2,65.1
1332,2.10E+14,Ewing-Northern Elem School,2.10E+14,Ewing Northern CCSD 115,Ewing,Franklin,ELEMENTARY,Non Chicago School,41.5,80.8
1333,2.01E+14,North Side Elem School,2.01E+14,Fairfield PSD 112,Fairfield,Wayne,ELEMENTARY,Non Chicago School,55,89.5
1334,2.01E+14,Center Street Elem School,2.01E+14,Fairfield PSD 112,Fairfield,Wayne,ELEMENTARY,Non Chicago School,36.3,67.3
1335,5.61E+14,Fairmont School,5.61E+14,Fairmont SD 89,Lockport,Will,ELEMENTARY,Non Chicago School,73.8,35.1
1336,5.02E+13,Fairview South Elementary School,5.02E+13,Fairview SD 72,Skokie,Cook,ELEMENTARY,Non Chicago School,12.2,85.4
1337,4.81E+14,HANNA CITY GRADE SCHOOL,4.81E+14,Farmington Central CUSD 265,HANNA CITY,PEORIA,ELEMENTARY,Non Chicago School,0,86.4
1338,4.81E+14,YATES CITY ELEMENTARY SCHOOL,4.81E+14,Farmington Central CUSD 265,YATES CITY,PEORIA,ELEMENTARY,Non Chicago School,0,78
1339,4.81E+14,LOGAN ELEM SCHOOL,4.81E+14,Farmington Central CUSD 265,HANNA CITY,PEORIA,ELEMENTARY,Non Chicago School,21.1,78
1340,4.81E+14,CHAPMAN MIDDLE SCHOOL,4.81E+14,Farmington Central CUSD 265,FARMINGTON,PEORIA,ELEMENTARY,Non Chicago School,29.6,68.7
1341,4.81E+14,HARRIS ELEMENTARY SCHOOL,4.81E+14,Farmington Central CUSD 265,FARMINGTON,PEORIA,ELEMENTARY,Non Chicago School,32,80.6
1342,2.50E+14,Farrington Elem School,2.50E+14,Farrington CCSD 99,Bluford,Jefferson,ELEMENTARY,Non Chicago School,45.5,66.7
1343,2.50E+14,Field Elementary School,2.50E+14,Field CCSD 3,Texico,Jefferson,ELEMENTARY,Non Chicago School,32.8,77.3
1344,4.31E+14,Fieldcrest Middle Sch/Elem - East,4.31E+14,Fieldcrest CUSD 6,Wenona,Woodford,ELEMENTARY,Non Chicago School,0,79.6
1345,4.31E+14,Fieldcrest Elementary - West,4.31E+14,Fieldcrest CUSD 6,Toluca,Woodford,ELEMENTARY,Non Chicago School,33.6,83.5
1346,4.31E+14,Fieldcrest Elementary - South,4.31E+14,Fieldcrest CUSD 6,Minonk,Woodford,ELEMENTARY,Non Chicago School,20.1,78.2
1347,4.31E+14,FIELDCREST MIDDLE SCHOOL - WEST,4.31E+14,FIELDCREST CUSD 6,TOLUCA,WOODFORD,MIDDLE SCHL,Non Chicago School,21.5,74.9
1348,4.31E+14,FIELDCREST MIDDLE SCHOOL - EAST,4.31E+14,FIELDCREST CUSD 6,WENONA,WOODFORD,MIDDLE SCHL,Non Chicago School,38.7,65.2
1349,9.01E+13,Fisher Jr/Sr High School,9.01E+13,Fisher CUSD 1,Fisher,Champaign,HIGH SCHOOL,Non Chicago School,13,71.1
1350,9.01E+13,Fisher Grade School,9.01E+13,Fisher CUSD 1,Fisher,Champaign,ELEMENTARY,Non Chicago School,16.9,72.2
1351,1.71E+14,Flanagan Elem School,1.71E+14,Flanagan CUSD 4,Flanagan,Livingston,ELEMENTARY,Non Chicago School,22,70.5
1352,1.20E+14,Xenia Grade School,1.20E+14,Flora CUSD 35,Xenia,Clay,ELEMENTARY,Non Chicago School,54.2,70.3
1353,1.20E+14,Lincoln School,1.20E+14,Flora CUSD 35,Flora,Clay,ELEMENTARY,Non Chicago School,39.6,65.2
1354,1.20E+14,Floyd Henson Jr High Sch,1.20E+14,Flora CUSD 35,Flora,Clay,MIDDLE SCHL,Non Chicago School,49.4,74.4
1355,1.20E+14,Mcendree Elem School,1.20E+14,Flora CUSD 35,Flora,Clay,ELEMENTARY,Non Chicago School,49,74.8
1356,7.02E+13,Western Avenue Elem School,7.02E+13,Flossmoor SD 161,Flossmoor,Cook,ELEMENTARY,Non Chicago School,1.8,82.8
1357,7.02E+13,Parker Junior High School,7.02E+13,Flossmoor SD 161,Flossmoor,Cook,MIDDLE SCHL,Non Chicago School,6.8,65.4
1358,7.02E+13,Heather Hill Elem School,7.02E+13,Flossmoor SD 161,Flossmoor,Cook,ELEMENTARY,Non Chicago School,8,76.7
1359,7.02E+13,Flossmoor Hills Elem School,7.02E+13,Flossmoor SD 161,Flossmoor,Cook,ELEMENTARY,Non Chicago School,10.4,65.8
1360,7.02E+13,Serena Hills Elem School,7.02E+13,Flossmoor SD 161,Chicago Heights,Cook,ELEMENTARY,Non Chicago School,17.7,63.7
1361,7.02E+13,Cottage Grove Upper Grade Center,7.02E+13,Ford Heights SD 169,Ford Heights,Cook,MIDDLE SCHL,Non Chicago School,96.2,31.3
1362,1.40E+14,TIDYE A PHILLIPS ELEM SCHOOL,7.02E+13,Ford Heights SD 169,FORD HEIGHTS,COOK,ELEMENTARY,Non Chicago School,96.4,43.6
1363,6.02E+13,Garfield Elem School,6.02E+13,Forest Park SD 91,Forest Park,Cook,ELEMENTARY,Non Chicago School,38.1,77.4
1364,6.02E+13,Forest Park Middle School,6.02E+13,Forest Park SD 91,Forest Park,Cook,MIDDLE SCHL,Non Chicago School,37.3,55.6
1365,6.02E+13,Field Stevenson Elem School,6.02E+13,Forest Park SD 91,Forest Park,Cook,ELEMENTARY,Non Chicago School,33.5,59.5
1366,6.02E+13,Grant-White Elem School,6.02E+13,Forest Park SD 91,Forest Park,Cook,ELEMENTARY,Non Chicago School,56.5,50.5
1367,6.02E+13,Betsy Ross Elem School,6.02E+13,Forest Park SD 91,Forest Park,Cook,ELEMENTARY,Non Chicago School,29.1,73
1368,7.02E+13,Jack Hille Middle School,7.02E+13,Forest Ridge SD 142,Oak Forest,Cook,MIDDLE SCHL,Non Chicago School,5.1,67.7
1369,7.02E+13,Kerkstra Elem School,7.02E+13,Forest Ridge SD 142,Oak Forest,Cook,ELEMENTARY,Non Chicago School,9.7,66.5
1370,7.02E+13,Lee R Foster Elem School,7.02E+13,Forest Ridge SD 142,Oak Forest,Cook,ELEMENTARY,Non Chicago School,9.6,74.5
1371,7.02E+13,Ridge Early Childhood Center,7.02E+13,Forest Ridge SD 142,Oak Forest,Cook,ELEMENTARY,Non Chicago School,2.5,72.4
1372,4.71E+14,German Valley Grade School,4.71E+14,Forrestville Valley CUSD 221,German Valley,Ogle,ELEMENTARY,Non Chicago School,14.8,78.2
1373,4.71E+14,Forreston Grade School,4.71E+14,Forrestville Valley CUSD 221,Forreston,Ogle,ELEMENTARY,Non Chicago School,22.5,86.2
1374,4.71E+14,LEAF RIVER GRADE SCHOOL,4.71E+14,Forrestville Valley CUSD 221,LEAF RIVER,OGLE,ELEMENTARY,Non Chicago School,18.8,76.5
1375,4.71E+14,FORRESTON MIDDLE SCHOOL,4.71E+14,Forrestville Valley CUSD 221,FORRESTON,OGLE,MIDDLE SCHL,Non Chicago School,19.4,80.1
1376,3.40E+14,Lotus School,3.40E+14,Fox Lake GSD 114,Spring Grove,Lake,ELEMENTARY,Non Chicago School,16.8,63.6
1377,3.40E+14,Stanton School,3.40E+14,Fox Lake GSD 114,Fox Lake,Lake,MIDDLE SCHL,Non Chicago School,26.5,67.6
1378,4.41E+14,Fox River Grove Middle School,4.41E+14,Fox River Grove Cons SD 3,Fox River Grove,McHenry,MIDDLE SCHL,Non Chicago School,8.5,77.9
1379,4.41E+14,Algonquin Road Elem School,4.41E+14,Fox River Grove Cons SD 3,Fox River Grove,McHenry,ELEMENTARY,Non Chicago School,3.2,90.4
1380,56099157C042002,Chelsea Elem School,56099157C040000,Frankfort CCSD 157C,Frankfort,Will,ELEMENTARY,Non Chicago School,1.1,86
1381,56099157C042004,Grand Prairie Elementary School,56099157C040000,Frankfort CCSD 157C,Frankfort,Will,ELEMENTARY,Non Chicago School,1,92.2
1382,56099157C041001,Hickory Creek Middle School,56099157C040000,Frankfort CCSD 157C,Frankfort,Will,MIDDLE SCHL,Non Chicago School,1.3,85.1
1383,2.10E+14,Central Jr High School,2.10E+14,Frankfort CUSD 168,West Frankfort,Franklin,MIDDLE SCHL,Non Chicago School,39,59.4
1384,2.10E+14,Frankfort Intermediate School,2.10E+14,Frankfort CUSD 168,West Frankfort,Franklin,ELEMENTARY,Non Chicago School,46.1,71.8
1385,4.61E+14,Franklin Jr/Sr High School,4.61E+14,Franklin CUSD 1,Franklin,Morgan,HIGH SCHOOL,Non Chicago School,20.1,76.7
1386,4.61E+14,Alexander Elem School,4.61E+14,Franklin CUSD 1,Alexander,Morgan,ELEMENTARY,Non Chicago School,36.9,82.1
1387,6.02E+13,North Elem School,6.02E+13,Franklin Park SD 84,Franklin Park,Cook,ELEMENTARY,Non Chicago School,23,71.1
1388,6.02E+13,Passow Elementary School,6.02E+13,Franklin Park SD 84,Franklin Park,Cook,ELEMENTARY,Non Chicago School,22.1,63.6
1389,6.02E+13,Dan H Pietrini Elem School,6.02E+13,Franklin Park SD 84,Franklin Park,Cook,ELEMENTARY,Non Chicago School,25.3,71.2
1390,6.02E+13,Hester Jr High School,6.02E+13,Franklin Park SD 84,Franklin Park,Cook,MIDDLE SCHL,Non Chicago School,11.2,63.6
1391,5.01E+14,Freeburg Elem School,5.01E+14,Freeburg CCSD 70,Freeburg,Saint Clair,ELEMENTARY,Non Chicago School,18.5,82.3
1392,8.09E+13,Empire Elem School,8.09E+13,Freeport SD 145,Freeport,Stephenson,ELEMENTARY,Non Chicago School,35.8,69.6
1393,8.09E+13,Carl Sandburg Middle Sch,8.09E+13,Freeport SD 145,Freeport,Stephenson,ELEMENTARY,Non Chicago School,53.2,64
1394,8.09E+13,Center Elem School,8.09E+13,Freeport SD 145,Freeport,Stephenson,ELEMENTARY,Non Chicago School,61.8,63.2
1395,8.09E+13,Lincoln-Douglas Elementary School,8.09E+13,Freeport SD 145,Freeport,Stephenson,ELEMENTARY,Non Chicago School,56.3,56.4
1396,8.09E+13,Freeport Middle School,8.09E+13,Freeport SD 145,Freeport,Stephenson,MIDDLE SCHL,Non Chicago School,49.9,46.9
1397,8.09E+13,Taylor Park Elem School,8.09E+13,Freeport SD 145,Freeport,Stephenson,ELEMENTARY,Non Chicago School,67.1,49.4
1398,8.09E+13,Blackhawk Elem School,8.09E+13,Freeport SD 145,Freeport,Stephenson,ELEMENTARY,Non Chicago School,76.3,72.4
1399,3.40E+14,Fremont Intermediate School,3.40E+14,Fremont SD 79,Mundelein,Lake,ELEMENTARY,Non Chicago School,1.6,82.8
1400,3.40E+14,Fremont Elem School,3.40E+14,Fremont SD 79,Mundelein,Lake,ELEMENTARY,Non Chicago School,1.3,90.2
1401,2.01E+14,Galatia Jr High,2.01E+14,Galatia CUSD 1,Galatia,Saline,MIDDLE SCHL,Non Chicago School,29.9,78.7
1402,2.01E+14,Galatia Elem School,2.01E+14,Galatia CUSD 1,Galatia,Saline,ELEMENTARY,Non Chicago School,30.2,62.4
1403,8.04E+13,Galena Primary School,8.04E+13,Galena USD 120,Galena,Jo Daviess,ELEMENTARY,Non Chicago School,24.5,80.2
1404,8.04E+13,Galena Middle School,8.04E+13,Galena USD 120,Galena,Jo Daviess,MIDDLE SCHL,Non Chicago School,17.9,79.4
1405,3.30E+14,Gale School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,ELEMENTARY,Non Chicago School,31.1,85
1406,3.30E+14,Churchill Jr High School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,MIDDLE SCHL,Non Chicago School,42.7,69.4
1407,3.30E+14,Silas Willard Elem School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,ELEMENTARY,Non Chicago School,29.5,87.6
1408,3.30E+14,Lombard Jr High School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,MIDDLE SCHL,Non Chicago School,62,57.7
1409,3.30E+14,Steele School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,ELEMENTARY,Non Chicago School,62.9,57.1
1410,3.30E+14,King School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,ELEMENTARY,Non Chicago School,64.9,73.6
1411,3.30E+14,Nielson Elementary School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,ELEMENTARY,Non Chicago School,68.1,64.4
1412,3.30E+14,Cooke School,3.30E+14,Galesburg CUSD 205,Galesburg,Knox,ELEMENTARY,Non Chicago School,90.7,60.7
1413,3.30E+14,LINCOLN ELEMENTARY SCHOOL,3.30E+14,GALESBURG CUSD 205,GALESBURG,KNOX,ELEMENTARY,Non Chicago School,55.4,73.2
1414,2.00E+14,Gallatin Elementary School,2.00E+14,Gallatin CUSD 7,Junction,Gallatin,ELEMENTARY,Non Chicago School,51.6,71.7
1415,2.00E+14,Gallatin Junior High School,2.00E+14,Gallatin CUSD 7,Junction,Gallatin,MIDDLE SCHL,Non Chicago School,40.7,65.3
1416,2.80E+14,Galva Jr-Sr High School,2.80E+14,Galva CUSD 224,Galva,Henry,HIGH SCHOOL,Non Chicago School,21,63
1417,2.80E+14,Galva Elem School,2.80E+14,Galva CUSD 224,Galva,Henry,ELEMENTARY,Non Chicago School,26,74.3
1418,24032072C042001,Gardner Elem School,24032072C040000,Gardner CCSD 72C,Gardner,Grundy,ELEMENTARY,Non Chicago School,6.8,79.9
1419,3.40E+14,Gavin Central School,3.40E+14,Gavin SD 37,Ingleside,Lake,ELEMENTARY,Non Chicago School,27,68
1420,3.40E+14,Gavin South Jr High School,3.40E+14,Gavin SD 37,Ingleside,Lake,MIDDLE SCHL,Non Chicago School,24.1,61.7
1421,2.01E+14,Geff Elem School,2.01E+14,Geff CCSD 14,Geff,Wayne,ELEMENTARY,Non Chicago School,30,84.6
1422,7.02E+13,Gen George Patton Elem School,7.02E+13,Gen George Patton SD 133,Riverdale,Cook,ELEMENTARY,Non Chicago School,100,31.3
1423,2.80E+14,Millikin Elem School,2.80E+14,Geneseo CUSD 228,Geneseo,Henry,ELEMENTARY,Non Chicago School,9.8,86.7
1424,2.80E+14,Geneseo Middle School,2.80E+14,Geneseo CUSD 228,Geneseo,Henry,MIDDLE SCHL,Non Chicago School,16.4,80.3
1425,2.80E+14,Southwest Elem School,2.80E+14,Geneseo CUSD 228,Geneseo,Henry,ELEMENTARY,Non Chicago School,14.6,89.4
1426,2.80E+14,Northside Elem School,2.80E+14,Geneseo CUSD 228,Geneseo,Henry,ELEMENTARY,Non Chicago School,22.4,88.3
1427,2.80E+14,Atkinson Grade School,2.80E+14,Geneseo CUSD 228,Atkinson,Henry,ELEMENTARY,Non Chicago School,20.7,87
1428,3.10E+14,Mill Creek School,3.10E+14,Geneva CUSD 304,Geneva,Kane,ELEMENTARY,Non Chicago School,0.2,92.1
1429,3.10E+14,Western Avenue Elem School,3.10E+14,Geneva CUSD 304,Geneva,Kane,ELEMENTARY,Non Chicago School,0,91.5
1430,3.10E+14,Heartland Elementary School,3.10E+14,Geneva CUSD 304,Geneva,Kane,ELEMENTARY,Non Chicago School,0.5,89.5
1431,3.10E+14,Geneva Middle Sch South,3.10E+14,Geneva CUSD 304,Geneva,Kane,MIDDLE SCHL,Non Chicago School,1.5,81.7
1432,3.10E+14,Williamsburg Elem School,3.10E+14,Geneva CUSD 304,Geneva,Kane,ELEMENTARY,Non Chicago School,2.7,86.7
1433,3.10E+14,Harrison Street Elem School,3.10E+14,Geneva CUSD 304,Geneva,Kane,ELEMENTARY,Non Chicago School,4.5,82.1
1434,1.60E+14,Genoa Elementary School,1.60E+14,Genoa Kingston CUSD 424,Genoa,Dekalb,ELEMENTARY,Non Chicago School,21.8,63.7
1435,1.60E+14,Genoa-Kingston Middle School,1.60E+14,Genoa Kingston CUSD 424,Genoa,Dekalb,MIDDLE SCHL,Non Chicago School,19,70.2
1436,1.60E+14,Kingston Elementary School,1.60E+14,Genoa Kingston CUSD 424,Kingston,Dekalb,ELEMENTARY,Non Chicago School,19.9,77.1
1437,5.41E+14,Mary Miller Junior High School,5.41E+14,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,MIDDLE SCHL,Non Chicago School,53.2,51.8
1438,5.41E+14,Pine Crest Elementary School,5.41E+14,Georgetown-Ridge Farm CUD 4,Georgetown,Vermilion,ELEMENTARY,Non Chicago School,43.9,72.6
1439,5.41E+14,Ridge Farm Elementary School,5.41E+14,Georgetown-Ridge Farm CUD 4,Ridge Farm,Vermilion,ELEMENTARY,Non Chicago School,52.2,59.2
1440,4.31E+14,Germantown Hills Middle School,4.31E+14,Germantown Hills SD 69,Germantown Hills,Woodford,ELEMENTARY,Non Chicago School,5.4,85.1
1441,4.31E+14,Germantown Hills Elementary Sch,4.31E+14,Germantown Hills SD 69,Germantown Hills,Woodford,ELEMENTARY,Non Chicago School,7.5,92.3
1442,1.30E+14,Germantown Elem School,1.30E+14,Germantown SD 60,Germantown,Clinton,ELEMENTARY,Non Chicago School,12.9,87
1443,3.00E+14,Giant City Elem School,3.00E+14,Giant City CCSD 130,Carbondale,Jackson,ELEMENTARY,Non Chicago School,22.4,87.2
1444,9.03E+13,GCMS Middle School,9.03E+13,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,MIDDLE SCHL,Non Chicago School,25.1,85
1445,9.03E+13,GCMS Elementary School,9.03E+13,Gibson City-Melvin-Sibley CUSD 5,Gibson City,Ford,ELEMENTARY,Non Chicago School,18.7,78.3
1446,9.01E+13,Gifford Grade School,9.01E+13,Gifford CCSD 188,Gifford,Champaign,ELEMENTARY,Non Chicago School,16.8,59.9
1447,4.01E+14,Benld Elementary School,4.01E+14,Gillespie CUSD 7,Gillespie,Macoupin,ELEMENTARY,Non Chicago School,43.9,63.2
1448,4.01E+14,Gillespie Middle School,4.01E+14,Gillespie CUSD 7,Gillespie,Macoupin,MIDDLE SCHL,Non Chicago School,48.1,54.1
1449,4.01E+14,GIRARD MIDDLE SCHOOL,4.01E+14,GIRARD CUSD 3,GIRARD,MACOUPIN,MIDDLE SCHL,Non Chicago School,37.4,65.9
1450,1.90E+14,Benjamin Franklin Elem School,1.90E+14,Glen Ellyn SD 41,Glen Ellyn,Dupage,ELEMENTARY,Non Chicago School,2.6,88.8
