Column1,schid,schname,distid,dist,city,county,type,District Type,low,ISAT
511,3.30E+14,Abingdon Middle School,3.30E+14,Abingdon CUSD 217,Abingdon,Knox,MIDDLE SCHL,Non Chicago School,33.5,71.9
512,3.30E+14,Abingdon-Avon High Sch,3.30E+14,Abingdon-Avon CUSD 276,Abingdon,Knox,HIGH SCHOOL,Non Chicago School,43.4,75.8
513,4.60E+14,A-C Central Elementary School,4.60E+14,A-C Central CUSD 262,Chandlerville,Cass,ELEMENTARY,Non Chicago School,29.1,78.1
514,4.60E+14,A-C Central Middle School,4.60E+14,A-C Central CUSD 262,Ashland,Cass,MIDDLE SCHL,Non Chicago School,25.2,61.9
515,1.90E+14,Stone Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,9.5,82.5
516,1.90E+14,Wesley Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,9.3,82.4
517,1.90E+14,Fullerton Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,21.2,77.1
518,1.90E+14,Indian Trail Jr High School,1.90E+14,Addison SD 4,Addison,Dupage,MIDDLE SCHL,Non Chicago School,32.3,68
519,1.90E+14,Lake Park Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,32.3,63.7
520,1.90E+14,Army Trail Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,45.9,67.8
521,1.90E+14,Lincoln Elem School,1.90E+14,Addison SD 4,Addison,Dupage,ELEMENTARY,Non Chicago School,47.1,59.3
522,2.10E+14,Akin Comm Cons Elem School,2.10E+14,Akin CCSD 91,Akin,Franklin,ELEMENTARY,Non Chicago School,48.4,60.3
523,1.30E+14,Albers Elem School,1.30E+14,Albers SD 63,Albers,Clinton,ELEMENTARY,Non Chicago School,14.3,72.8
524,4.41E+14,Alden-Hebron Middle School,4.41E+14,Alden Hebron SD 19,Hebron,McHenry,MIDDLE SCHL,Non Chicago School,12.1,70.3
525,4.41E+14,Alden Hebron Elem School,4.41E+14,Alden Hebron SD 19,Hebron,McHenry,ELEMENTARY,Non Chicago School,11.3,74.2
526,2.71E+14,Aledo Jr High School,2.71E+14,Aledo CUSD 201,Aledo,Mercer,MIDDLE SCHL,Non Chicago School,23.6,66.8
527,2.71E+14,Apollo Elementary School,2.71E+14,Aledo CUSD 201,Aledo,Mercer,ELEMENTARY,Non Chicago School,25.4,75.7
528,2.71E+14,ALEXIS ELEM SCHOOL,2.71E+14,ALEXIS C U SCH DIST 400,ALEXIS,WARREN,ELEMENTARY,Non Chicago School,29.7,72.4
529,2.71E+14,ALEXIS JR HIGH SCHOOL,2.71E+14,ALEXIS C U SCH DIST 400,ALEXIS,WARREN,MIDDLE SCHL,Non Chicago School,31.6,74.3
530,2.01E+14,Allendale Elementary School,2.01E+14,Allendale CCSD 17,Allendale,Wabash,ELEMENTARY,Non Chicago School,33.1,72.6
531,3.51E+14,Ransom Grade School,3.51E+14,Allen-Otter Creek CCSD 65,Ransom,La Salle,ELEMENTARY,Non Chicago School,12.3,70.7
532,7.02E+13,Prairie Jr High School,7.02E+13,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,MIDDLE SCHL,Non Chicago School,13,71.7
533,7.02E+13,Hazelgreen Elem School,7.02E+13,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,ELEMENTARY,Non Chicago School,11.7,80.2
534,7.02E+13,Stony Creek Elem School,7.02E+13,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,ELEMENTARY,Non Chicago School,19.3,76.1
535,7.02E+13,Lane Elem School,7.02E+13,Alsip-Hazlgrn-Oaklwn SD 126,Alsip,Cook,ELEMENTARY,Non Chicago School,15.5,80.9
536,3.03E+13,Altamont Grade School,3.03E+13,Altamont CUSD 10,Altamont,Effingham,ELEMENTARY,Non Chicago School,39.8,73.2
537,4.11E+14,Eunice Smith Elem School,4.11E+14,Alton CUSD 11,Alton,Madison,ELEMENTARY,Non Chicago School,50.7,67.8
538,4.11E+14,Lovejoy Elem School,4.11E+14,Alton CUSD 11,Alton,Madison,ELEMENTARY,Non Chicago School,73,36.2
539,4.11E+14,West Elementary School,4.11E+14,Alton CUSD 11,Alton,Madison,ELEMENTARY,Non Chicago School,43,59.2
540,4.11E+14,NORTH MIDDLE SCHOOL,4.11E+14,ALTON CUSD 11,GODFREY,MADISON,MIDDLE SCHL,Non Chicago School,40.5,61.7
541,4.11E+14,EAST MIDDLE SCHOOL,4.11E+14,ALTON CUSD 11,ALTON,MADISON,MIDDLE SCHL,Non Chicago School,51.5,58.7
542,4.11E+14,HORACE MANN ELEM SCHOOL,4.11E+14,ALTON CUSD 11,ALTON,MADISON,ELEMENTARY,Non Chicago School,58.8,49.6
543,2.80E+14,AlWoodMiddle/High School,2.80E+14,AlWood CUSD 225,Woodhull,Henry,HIGH SCHOOL,Non Chicago School,21.2,65.7
544,2.80E+14,AlWood Elem School,2.80E+14,AlWood CUSD 225,Alpha,Henry,ELEMENTARY,Non Chicago School,29.4,62.7
545,4.71E+14,Amboy Central Elem School,4.71E+14,Amboy CUSD 272,Amboy,Lee,ELEMENTARY,Non Chicago School,26.3,82.3
546,4.71E+14,Amboy Jr High School,4.71E+14,Amboy CUSD 272,Amboy,Lee,MIDDLE SCHL,Non Chicago School,23.3,73.9
547,2.09E+13,Anna Junior High School,2.09E+13,Anna CCSD 37,Anna,Union,MIDDLE SCHL,Non Chicago School,55.3,69.6
548,2.09E+13,Davie Elem School,2.09E+13,Anna CCSD 37,Anna,Union,ELEMENTARY,Non Chicago School,48.6,80.6
549,2.80E+14,Annawan Grade School,2.80E+14,Annawan CUSD 226,Annawan,Henry,ELEMENTARY,Non Chicago School,17,79.5
550,3.40E+14,Oakland Elementary School,3.40E+14,Antioch CCSD 34,Lake Villa,Lake,ELEMENTARY,Non Chicago School,7.3,75.7
551,3.40E+14,Antioch Upper Grade School,3.40E+14,Antioch CCSD 34,Antioch,Lake,MIDDLE SCHL,Non Chicago School,8.5,72.9
552,3.40E+14,W C Petty Elementary School,3.40E+14,Antioch CCSD 34,Antioch,Lake,ELEMENTARY,Non Chicago School,19.1,71.5
553,3.40E+14,Antioch Elem School,3.40E+14,Antioch CCSD 34,Antioch,Lake,ELEMENTARY,Non Chicago School,22.5,68.7
554,3.40E+14,Earl Pritchett School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,Non Chicago School,4.1,92.4
555,3.40E+14,Tripp School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,Non Chicago School,3.9,89.1
556,3.40E+14,Aptakisic Junior High School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,MIDDLE SCHL,Non Chicago School,4.2,79.5
557,3.40E+14,Meridian Middle School,3.40E+14,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,Non Chicago School,3.3,88.5
558,7.02E+13,Arbor Park Middle School,7.02E+13,Arbor Park SD 145,Oak Forest,Cook,MIDDLE SCHL,Non Chicago School,15.4,75.3
559,7.02E+13,Scarlet Oak Elem School,7.02E+13,Arbor Park SD 145,Oak Forest,Cook,ELEMENTARY,Non Chicago School,19.4,75.4
560,1.10E+14,Arcola High School,1.10E+14,Arcola CUSD 306,Arcola,Douglas,HIGH SCHOOL,Non Chicago School,11.7,69.1
561,1.10E+14,Arcola Elementary School,1.10E+14,Arcola CUSD 306,Arcola,Douglas,ELEMENTARY,Non Chicago School,26.9,61.6
562,3.91E+14,Argenta-Oreana Middle School,3.91E+14,Argenta-Oreana CUSD 1,Argenta,Macon,MIDDLE SCHL,Non Chicago School,23.9,66.4
563,3.91E+14,Argenta-Oreana Elementary School,3.91E+14,Argenta-Oreana CUSD 1,Oreana,Macon,ELEMENTARY,Non Chicago School,32.2,83.7
564,5.02E+13,Olive-Mary Stitt School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,4.9,88.2
565,5.02E+13,Dryden Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,5,91.6
566,5.02E+13,Greenbrier Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,2.8,95
567,5.02E+13,Westgate Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,9.4,83.9
568,5.02E+13,Patton Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,3.5,86.2
569,5.02E+13,Ivy Hill Elem School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,8.9,87.7
570,5.02E+13,Thomas Middle School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,MIDDLE SCHL,Non Chicago School,5.6,86.3
571,5.02E+13,Windsor Elementary School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,ELEMENTARY,Non Chicago School,7.7,89.3
572,5.02E+13,South Middle School,5.02E+13,Arlington Heights SD 25,Arlington Heights,Cook,MIDDLE SCHL,Non Chicago School,6.8,84.8
573,5.41E+14,Armstrong-Ellis Elem School,5.41E+14,Armstrong-Ellis Cons SD 61,Armstrong,Vermilion,ELEMENTARY,Non Chicago School,33.1,75.5
574,1.10E+14,Arthur Jr High School,1.10E+14,Arthur CUSD 305,Arthur,Douglas,MIDDLE SCHL,Non Chicago School,25,70.6
575,1.10E+14,Arthur Elem School,1.10E+14,Arthur CUSD 305,Arthur,Douglas,ELEMENTARY,Non Chicago School,12,80.9
576,1.31E+14,Ashley Com Consolidated School,1.31E+14,Ashley CCSD 15,Ashley,Washington,ELEMENTARY,Non Chicago School,47.2,79.7
577,4.71E+14,Ashton-Franklin Cntr Middle Sch,4.71E+14,Ashton-Franklin Center CUSD 275,Franklin Grove,Lee,MIDDLE SCHL,Non Chicago School,35.2,75
578,4.71E+14,Ashton-Franklin Center Elem Sch,4.71E+14,Ashton-Franklin Center CUSD 275,Franklin Grove,Lee,ELEMENTARY,Non Chicago School,26.1,81.2
579,2.20E+14,Astoria Junior High School,2.20E+14,Astoria CUSD 1,Astoria,Fulton,MIDDLE SCHL,Non Chicago School,17.4,67.1
580,2.20E+14,Astoria Elem School,2.20E+14,Astoria CUSD 1,Astoria,Fulton,ELEMENTARY,Non Chicago School,31.1,67.8
581,3.81E+14,Athens Junior High School,3.81E+14,Athens CUSD 213,Athens,Menard,MIDDLE SCHL,Non Chicago School,18.8,65.2
582,3.81E+14,Cantrall Elem School,3.81E+14,Athens CUSD 213,Cantrall,Menard,ELEMENTARY,Non Chicago School,13.9,72.3
583,3.91E+14,Atwood-Hammond Elem School,3.91E+14,Atwood Hammond CUSD 39,Atwood,Piatt,ELEMENTARY,Non Chicago School,29.5,67.2
584,7.02E+13,Meadow Lane School,7.02E+13,Atwood Heights SD 125,Merrionette Park,Cook,ELEMENTARY,Non Chicago School,0,62.6
585,7.02E+13,Hamlin Upper Grade Center,7.02E+13,Atwood Heights SD 125,Alsip,Cook,MIDDLE SCHL,Non Chicago School,4.4,62.4
586,5.11E+14,Auburn Elem School,5.11E+14,Auburn CUSD 10,Auburn,Sangamon,ELEMENTARY,Non Chicago School,24,81.2
587,5.11E+14,Auburn Jr High at Divernon,5.11E+14,Auburn CUSD 10,Divernon,Sangamon,MIDDLE SCHL,Non Chicago School,30.5,75.4
588,3.10E+14,Olney C Allen Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,69.3,62.1
589,3.10E+14,Henry W Cowherd Middle School,3.10E+14,Aurora East USD 131,Aurora,Kane,MIDDLE SCHL,Non Chicago School,77.6,36.6
590,3.10E+14,C F Simmons Middle School,3.10E+14,Aurora East USD 131,Aurora,Kane,MIDDLE SCHL,Non Chicago School,73.9,39.7
591,3.10E+14,K D Waldo Middle School,3.10E+14,Aurora East USD 131,Aurora,Kane,MIDDLE SCHL,Non Chicago School,63.6,47
592,3.10E+14,Rose E Krug Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,57.1,70
593,3.10E+14,Mabel O Donnell Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,57,59.3
594,3.10E+14,Nicholas A Hermes Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,53.6,53.2
595,3.10E+14,G N Dieterich Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,50.1,57.5
596,3.10E+14,Oak Park Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,69.2,50.6
597,3.10E+14,C I Johnson Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,72.8,42.9
598,3.10E+14,W S Beaupre Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,83,51.8
599,3.10E+14,Edna Rollins Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,79.8,64.8
600,3.10E+14,John Gates Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,69.5,61.6
601,3.10E+14,C M Bardwell Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,67.9,64.5
602,3.10E+14,L D Brady Elem School,3.10E+14,Aurora East USD 131,Aurora,Kane,ELEMENTARY,Non Chicago School,84.6,68.5
603,3.10E+14,Fearn Elementary School,3.10E+14,Aurora West USD 129,North Aurora,Kane,ELEMENTARY,Non Chicago School,12.9,72.5
604,3.10E+14,Goodwin Elem School,3.10E+14,Aurora West USD 129,North Aurora,Kane,ELEMENTARY,Non Chicago School,18.7,66.7
605,3.10E+14,Jewel Middle School,3.10E+14,Aurora West USD 129,North Aurora,Kane,MIDDLE SCHL,Non Chicago School,30,64
606,3.10E+14,Schneider Elem School,3.10E+14,Aurora West USD 129,North Aurora,Kane,ELEMENTARY,Non Chicago School,28.2,69.3
607,3.10E+14,Freeman Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,22.1,64.6
608,3.10E+14,Hall Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,23.6,64.6
609,3.10E+14,Washington Middle School,3.10E+14,Aurora West USD 129,Aurora,Kane,MIDDLE SCHL,Non Chicago School,44.5,56.8
610,3.10E+14,Smith Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,58.6,53.8
611,3.10E+14,Jefferson Middle School,3.10E+14,Aurora West USD 129,Aurora,Kane,MIDDLE SCHL,Non Chicago School,35.9,57.2
612,3.10E+14,Nicholson Elem School,3.10E+14,Aurora West USD 129,Montgomery,Kane,ELEMENTARY,Non Chicago School,62.6,58.6
613,3.10E+14,Hill Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,58.3,57.8
614,3.10E+14,McCleery Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,55.5,65.9
615,3.10E+14,Greenman Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,46.8,59
616,3.10E+14,Lincoln Elem School,3.10E+14,Aurora West USD 129,Aurora,Kane,ELEMENTARY,Non Chicago School,75.6,56.5
617,1.30E+14,Aviston Elem School,1.30E+14,Aviston SD 21,Aviston,Clinton,ELEMENTARY,Non Chicago School,6.1,90.4
618,5.02E+13,Marie Murphy School,5.02E+13,Avoca SD 37,Wilmette,Cook,MIDDLE SCHL,Non Chicago School,1.3,86.9
619,5.02E+13,Avoca West Elem School,5.02E+13,Avoca SD 37,Glenview,Cook,ELEMENTARY,Non Chicago School,0.5,91
620,2.20E+14,AVON MIDDLE SCHOOL,2.20E+14,Avon CUSD 176,Avon,Fulton,MIDDLE SCHL,Non Chicago School,38.8,69.9
621,2.20E+14,Avon Grade School,2.20E+14,Avon CUSD 176,Avon,Fulton,ELEMENTARY,Non Chicago School,50.3,74.3
622,5.11E+14,Glenwood Intermediate Sch,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,9.7,86
623,5.11E+14,Chatham Elem School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,10.9,82.5
624,5.11E+14,Glenwood Middle School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,MIDDLE SCHL,Non Chicago School,4.9,83.3
625,5.11E+14,Ball Elementary School,5.11E+14,Ball Chatham CUSD 5,Chatham,Sangamon,ELEMENTARY,Non Chicago School,11,88.2
626,3.40E+14,Bannockburn School,3.40E+14,Bannockburn SD 106,Bannockburn,Lake,ELEMENTARY,Non Chicago School,2.9,93.8
627,3.40E+14,Barbara B Rose Elem School,3.40E+14,Barrington CUSD 220,South Barrington,Lake,ELEMENTARY,Non Chicago School,0.6,90.2
628,3.40E+14,Countryside Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,2.3,85.9
629,3.40E+14,North Barrington Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,0.6,92.4
630,3.40E+14,Arnett C Lines Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,0.4,92.7
631,3.40E+14,Hough Street Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,7.4,93
632,3.40E+14,Grove Avenue Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,3.6,90.4
633,3.40E+14,Roslyn Road Elem School,3.40E+14,Barrington CUSD 220,Barrington,Lake,ELEMENTARY,Non Chicago School,2.9,88.9
634,3.40E+14,Barrington Middle Sch Station,3.40E+14,Barrington CUSD 220,Barrington,Lake,MIDDLE SCHL,Non Chicago School,6.5,86.4
635,3.40E+14,Barrington Mdle Sch- Prairie Cmps,3.40E+14,Barrington CUSD 220,Barrington,Lake,MIDDLE SCHL,Non Chicago School,10.1,87.9
636,3.40E+14,Sunny Hill Elem School,3.40E+14,Barrington CUSD 220,Carpentersville,Lake,ELEMENTARY,Non Chicago School,62.5,67
637,1.08E+13,BARRY MIDDLE SCHOOL,1.08E+13,BARRY CUSD 1,BARRY,PIKE,MIDDLE SCHL,Non Chicago School,42.1,65.8
638,1.08E+13,BARRY ELEMENTARY SCHOOL,1.08E+13,BARRY CUSD 1,BARRY,PIKE,ELEMENTARY,Non Chicago School,43.2,60
639,1.30E+14,Bartelso Elem School,1.30E+14,Bartelso SD 57,Bartelso,Clinton,ELEMENTARY,Non Chicago School,0,88.2
640,4.81E+14,Bartonville Elem School,4.81E+14,Bartonville SD 66,Bartonville,Peoria,ELEMENTARY,Non Chicago School,39.9,73.2
641,3.10E+14,Grace McWayne Elementary School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,2.3,79.5
642,3.10E+14,Alice Gustafson Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,1.7,87.3
643,3.10E+14,Sam Rotolo Middle Sch,3.10E+14,Batavia USD 101,Batavia,Kane,MIDDLE SCHL,Non Chicago School,4.6,81
644,3.10E+14,Louise White Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,6,87.2
645,3.10E+14,J B Nelson Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,9.3,88.1
646,3.10E+14,Hoover Wood Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,7.2,88.4
647,3.10E+14,H C Storm Elem School,3.10E+14,Batavia USD 101,Batavia,Kane,ELEMENTARY,Non Chicago School,4,84.9
648,3.40E+14,Oak Crest School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,ELEMENTARY,Non Chicago School,20.1,54.5
649,3.40E+14,Kenneth Murphy School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,ELEMENTARY,Non Chicago School,20,64.9
650,3.40E+14,Beach Park Middle School,3.40E+14,Beach Park CCSD 3,Beach Park,Lake,MIDDLE SCHL,Non Chicago School,20,53.5
651,3.40E+14,Newport Elem School,3.40E+14,Beach Park CCSD 3,Wadsworth,Lake,ELEMENTARY,Non Chicago School,20.2,71.6
652,4.60E+14,Beardstown Jr/Sr High School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,HIGH SCHOOL,Non Chicago School,49.7,53.8
653,4.60E+14,Brick Elementary School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,ELEMENTARY,Non Chicago School,58.2,80.4
654,4.60E+14,Gard Elementary School,4.60E+14,Beardstown CUSD 15,Beardstown,Cass,ELEMENTARY,Non Chicago School,73.6,56.8
655,3.03E+13,Beecher City Jr-Sr High School,3.03E+13,Beecher City CUSD 20,Beecher City,Effingham,HIGH SCHOOL,Non Chicago School,23.4,64.6
656,3.03E+13,Beecher City Grade School,3.03E+13,Beecher City CUSD 20,Beecher City,Effingham,ELEMENTARY,Non Chicago School,37.5,78
657,56099200U262002,Beecher Elem School,56099200U260000,Beecher CUSD 200U,Beecher,Will,ELEMENTARY,Non Chicago School,4.1,84.6
658,56099200U261001,Beecher Junior High School,56099200U260000,Beecher CUSD 200U,Beecher,Will,MIDDLE SCHL,Non Chicago School,0.5,76.5
659,5.01E+14,Belle Valley School South,5.01E+14,Belle Valley SD 119,Belleville,Saint Clair,MIDDLE SCHL,Non Chicago School,30.9,72.2
660,5.01E+14,Belle Valley Elem School-North,5.01E+14,Belle Valley SD 119,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,33.3,84
661,5.01E+14,Westhaven Elementary,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,52.7,86.5
662,5.01E+14,Roosevelt Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,29.1,88.6
663,5.01E+14,Jefferson Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,51,87.1
664,5.01E+14,Central Jr High School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,MIDDLE SCHL,Non Chicago School,42.7,77.6
665,5.01E+14,Douglas Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,44.9,79.8
666,5.01E+14,West Jr High School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,MIDDLE SCHL,Non Chicago School,45.9,68
667,5.01E+14,Abraham Lincoln Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,47.2,83.5
668,5.01E+14,Union Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,53.5,84.9
669,5.01E+14,Henry Raab Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,56.4,88.9
670,5.01E+14,Franklin Elem School,5.01E+14,Belleville SD 118,Belleville,Saint Clair,ELEMENTARY,Non Chicago School,64.4,70.4
671,6.02E+13,Thurgood Marshall Elem School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,91,33.4
672,6.02E+13,Grant Elem School,6.02E+13,Bellwood SD 88,Melrose Park,Cook,ELEMENTARY,Non Chicago School,46.6,62.4
673,6.02E+13,Lincoln Elementary School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,74.1,62.4
674,6.02E+13,Roosevelt Middle School,6.02E+13,Bellwood SD 88,Bellwood,Cook,MIDDLE SCHL,Non Chicago School,41,40.4
675,6.02E+13,McKinley Elem School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,55.5,49.1
676,1.40E+14,Wilson Elem School,6.02E+13,Bellwood SD 88,Bellwood,Cook,ELEMENTARY,Non Chicago School,47,40.4
677,4.00E+13,Caledonia Elem School,4.00E+13,Belvidere CUSD 100,Caledonia,Boone,ELEMENTARY,Non Chicago School,12.2,74.1
678,4.00E+13,Belvidere Central Middle School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,MIDDLE SCHL,Non Chicago School,26.7,69.3
679,4.00E+13,Meehan Elementary School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,22.9,72.6
680,4.00E+13,Belvidere South Middle School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,MIDDLE SCHL,Non Chicago School,27.1,67.2
681,4.00E+13,Lincoln Elem School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,39.4,73.8
682,4.00E+13,Washington Academy,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,41,69.6
683,4.00E+13,Perry Elem School,4.00E+13,Belvidere CUSD 100,Belvidere,Boone,ELEMENTARY,Non Chicago School,49.4,79.5
684,4.00E+13,Kishwaukee Elem School,4.00E+13,Belvidere CUSD 100,Garden Prairie,Boone,ELEMENTARY,Non Chicago School,15.2,83
685,3.91E+14,Bement Middle School,3.91E+14,Bement CUSD 5,Bement,Piatt,MIDDLE SCHL,Non Chicago School,25.5,71.7
686,3.91E+14,Bement Elementary School,3.91E+14,Bement CUSD 5,Bement,Piatt,ELEMENTARY,Non Chicago School,32.6,76.3
687,1.90E+14,Benjamin Middle School,1.90E+14,Benjamin SD 25,West Chicago,Dupage,MIDDLE SCHL,Non Chicago School,2.5,83.3
688,1.90E+14,Evergreen Elementary School,1.90E+14,Benjamin SD 25,Carol Stream,Dupage,ELEMENTARY,Non Chicago School,0.8,90.4
689,1.90E+14,W A Johnson Sch,1.90E+14,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,Non Chicago School,13.5,72
690,1.90E+14,Blackhawk Middle School,1.90E+14,Bensenville SD 2,Bensenville,Dupage,MIDDLE SCHL,Non Chicago School,15.1,65
691,1.90E+14,Tioga Elementary School,1.90E+14,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,Non Chicago School,14.4,85.1
692,1.90E+14,W A Johnson Elem School,1.90E+14,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,Non Chicago School,5.7,89.7
693,1.90E+14,Chippewa Elem School,1.90E+14,Bensenville SD 2,Bensenville,Dupage,ELEMENTARY,Non Chicago School,16.3,75.3
694,2.10E+14,Benton Grade Sch 5-8,2.10E+14,Benton CCSD 47,Benton,Franklin,MIDDLE SCHL,Non Chicago School,50.3,61.2
695,2.10E+14,Benton Grade Sch K-4,2.10E+14,Benton CCSD 47,Benton,Franklin,ELEMENTARY,Non Chicago School,58.8,74.2
696,6.02E+13,Sunnyside Elementary School,6.02E+13,Berkeley SD 87,Berkeley,Cook,ELEMENTARY,Non Chicago School,41.9,63.7
697,6.02E+13,MacArthur Middle School,6.02E+13,Berkeley SD 87,Berkeley,Cook,MIDDLE SCHL,Non Chicago School,46.9,45.2
698,6.02E+13,Whittier Elementary School,6.02E+13,Berkeley SD 87,Northlake,Cook,ELEMENTARY,Non Chicago School,49.2,57.7
699,6.02E+13,Jefferson Elementary School,6.02E+13,Berkeley SD 87,Bellwood,Cook,ELEMENTARY,Non Chicago School,47.2,48.6
700,6.02E+13,Northlake Middle School,6.02E+13,Berkeley SD 87,Northlake,Cook,MIDDLE SCHL,Non Chicago School,69.9,49.7
